зи қаннуҷ в-аз данбару кобулӣ	ز قنوج وز دنبر و کابلی
замин шуд ба кирдори дарёи нил	زمین شد به کردار دریای نیل
чи боғу чи дашту чи дарё чи роғ	چه باغ و چه دشت و چه دریاچه راغ
- барангехтанд асп ҳарду савор	برانگیختند اسپ هر دو سوار
расида ба ҳар ҷой бурҳони ту	رسیده بهر جای برهان تو
ҷаҳондор бо фарраи эзадӣ	جهاندار و با فره ایزدی
фиристодаро гуфт фардо пагоҳ	فرستاده را گفت فردا پگاه
абар соми ял бод чандон дуруд	ابر سام یل باد چندان درود
чунин достон омад аз мӯбадон	چنین داستان زد شه موبدان
падар чун бидидаш бинолид зор	پدر چون بدیدش بنالید زار
ба бода нишастанд яксар сарон	بباده نشستند یکسر سران
набудит бо дониш андар миён	نبودیت با دانش اندر جهان
бигӯед то чораи кор чист	بگویید تا چاره کارچیست
набарда саворе гиромиш ном	نبرده سواری گرامیش نام
ҳаме доштӣ з-он ба дил тарсу бим	همی‌داشتی زان به دل ترس و بیم
наёрад сари орзуҳо ба банд	نیارد سر آرزوها ببند
ба хубӣ физояндагони туем	به خوبی فزایندگان توایم
ҳаме хоҳам аз довари раҳнамой	همی خواهم از داور رهنمای
ту нахчиргоҳе нигаҳ кун ба роҳ	تو نخچیرگاهی نگه کن به راه
сипаҳбад ҳаме дошт бар пил ҷой	سپهبد همی داشت بر پیل جای
замин буд яксар чу парри тазарв	زمین بود یک سر چو پر تذرو
ҳамон бар ту рӯзе ба кор оварад	همان بر تو روزی به کار آورد
сиёвуш биёяд ба наздики шоҳ	سیاوش بیاید به نزدیک شاه
на коху на айвону на чорпой	نه کاخ و نه ایوان و نه چارپای
касе к-ӯ зи паймони ман бугзарад	کس کو ز پیمان من بگذرد
ки бархонад ин паҳлавӣ номаро	که برخواند آن پهلوی نامه را
чу тоҷаш ба моҳ- андар омад бимурд	چو تاجش به ماه اندر آمد بمرد
дами оташу ранҷи оҳангарон	دم آتش و رنج آهنگران
саранҷом бодовараш хондем	سرانجام باد آورش خواندیم
ба гуфтори гарсевази раҳнамой	به گفتار گرسیوز رهنمای
в-аз он пас ки ноҳид назди падар	وزان پس که ناهید نزد پدر
ки аз сӯги хусрав даромад ду моҳ	که از سوک خسرو برآمد دو ماه
бубандед кайхусрави шумро	ببندید کیخسرو شوم را
заминро ба пай ҳеч нагзоштӣ	زمین را به پی هیچ نگذاشتی
ҳаме рафт з-ин сон ду рӯзу ду шаб	همی رفت ازین سان دو روز و دو شب
бидоред яксар ҳама ҷои хеш	بدارید یکسر همه جای خویش
чу ҳайшую мирин бидиданд гард	چو هیشوی و میرین بدیدند گرد
сипоҳи ду кишвар пур аз кин кунӣ	سپاه دو کشور پر از کین کنی
ҳамоно ки фарсанг будӣ ҳазор	همانا که فرسنگ بودی هزار
яке модаву дигаре нарри ӯй	یکی ماده و دیگری نر اوی
чу бишнид гев ин сухан бардамид	چو بشنید گیو این سخن بردمید
парастишгаҳаш кӯҳ будӣ ҳама	پرستشگهش کوه بودی همه
ҳаме рехт бар сар аз он тирахок	همی ریخت بر سر از آن تیره خاک
ба гирди дари оздорон магард	به گرد در آزداران مگرد
ба кини писар дод дилро навид	به کین پسر داد دل را نوید
ҳаме буд бӯсу канору набид	همی بود بوس و کنار و نبید
чунин посух овардаш исфандёр	چنین پاسخ آورد اسفندیار
зи оҳан танӯре бифармуд танг	ز آهن تنوری بفرمود تنگ
бад-ӯ дод бегоҳ як пора заҳр	بدو داد ناگه یکی پاره زهر
чунин дод посух бад-ӯ шаҳрёр	چنین داد پاسخ بدو شهریار
бибурданд аз эрон фаровон нисор	ببردند ز ایران فراوان نثار
се дигар ки як дил пур аз меҳр дошт	سه دیگر که یک دل پر از مهر داشت
зи пешаш биронду бифармуд банд	ز پیشش براند و بفرمود بند
ба ҷое ки донист оташкадаст	به جایی که دانست کاتشکده‌ست
саворему гурдему аспафканем	سواریم و گردیم و اسپ افگنیم
давидам ба назди ту эй родмард	دویدم بنزد تو ای رادمرد
ҳаме достон зад таҳамтан бар ӯй	یکی داستان زد تهمتن بروی
к-аз ӯ шод шуд гардиши рӯзгор	کزو شاد شد گردش روزگار
зи чизе ки бурд андар он рой ранҷ	ز چیزی که برد اندران رای رنج
бар он анҷуман кор баста шавад	بر آن انجمن کار بسته شود
ки ӯро ба разм - андарун нест ёр	که اورا به رزم اندرون نیست یار
биёлуд теғу биполуд кеш	بیالود تیغ و بپالود کیش
талоя биёмад ки омад сипоҳ	طلایه بیامد که آمد سپاه
бад-ӯ гуфт зишт андар ӯ нангарем	بدو گفت شاه اندر او ننگریم
бад-он то ба май дасти шодӣ барем	بدان تا همه دست شادی بریم
чунин дод посух ки ман сози ҷанг	چنین داد پاسخ که من ساز جنگ
парастандагиро физояндаанд	پرستندگی را فزاینده‌اند
сари лашкар аз моҳ бартар бувад	سرلشکر از ماه برتر بود
чу аз бор пардахта шуд шаҳрёр	چو از بارپردخته شد شهریار
равам пеши он турки н-овардхоҳ	روم پیش آن ترک آوردخواه
ба пеши гушасп ой бо бӯю ранг	به پیش گشسپ آی با بوی و رنگ
забони бузургон пур аз панд буд	زبان بزرگان پر از پند بود
ба дониш ҷаҳонро баландафсарӣ	به دانش جهان را بلند افسری
чаро сар ҳаме дод бояд ба бод	چرا سر همی داد باید بباد
барошуфт руҳҳом ҳамчун паланг	برآشفت رهام همچون پلنگ
в-ар эдун ки з-ин сон наҷӯӣ набард	ور ایدونک زین سان نجویی نبرد
аз он чоҳсар бо дили пур зи дард	کزان چاه سر با دلی پر ز درد
фиристодае омад аз хушнавоз	فرستاده‌ای آمد از خوشنواز
яке хеш буд мар маро номҷӯй	یکی خویش بد مرو را نامجوی
сари меҳтарони ҷаҳон зери ӯст	سر مهتران جهان زیر اوست
аз он анҷуман бурд бо хештан	از آن انجمن برد با خویشتن
шавад кишвар осуда аз тохтан	شود کشور آسوده از تاختن
хирадрову ҷони туро банд чист	خرد را و جان ترا پند چیست
саворе сарафрозу кундовар аст	سواری سرافراز و کنداورست
бигӯед к-исфандёр омадаст	بگویید کاسفندیار آمدست
нигар хештанро надорӣ бузург	نگر خویشتن را نداری بزرگ
кунун хилъат омад сазовори ту	کنون خلعت آمد سزاوار تو
чунин дод посух мар ӯро ҳаҷир	چنین داد پاسخ مر او را هجیر
бад-он сон ки чашм андар ӯ хира гашт	بران سان که چشم اندران خیره گشت
канизак ки ӯро раҳонида буд	کنیزک که او را رهانیده بود
в-агар ӯ шавад кушта бар дасти шоҳ	وگر او شود کشته بر دست شاه
ба гетӣ ҳама тухми зуфтӣ макор	به گیتی همه تخم زفتی مکار
бурун рафт синдухт бо бандагон	برون رفت سیندخت با بندگان
ман аз баҳри ин фарру авранди ту	من از بهر این فر و اورند تو
аз он нома к-аз қайсар омад бад-ӯй	وزان نامه کز قیصر آمد بدوی
ҳамон гаҳ зи ганҷур қиртос хост	هم آنگه ز گنجور قرطاس خواست
худованди кӯполу шамшеру хӯд	خداوند کوپال و شمشیر و خود
ҳаме мавҷ бархост аз ҷоми май	همی موج برخاست از جام می
сухан гӯяду карда бошад шикор	سخن گوید و کرده باشد شکار
ҳама лашкараш хонданд офарин	همه لشکرش خواندند آفرین
бизад найза бубрид ӯ гашт шод	بزد نیزه ببرید و برگشت شاد
ба теғу табарзин бизад гарданаш	به تیغ و تبرزین بزد گردنش
ба шоҳӣ нишаст аз бараш кайқубод	به شاهی نشست از برش کیقباد
чунин гуфт пас бо сипаҳ совашоҳ	چنین گفت پس با سپه ساوه شاه
набахшӣ ҳаме ганҷу динор низ	نبخشی همی گنج و دینار نیز
ҳар он ч-аш бибоист аз он баргузид	هر آنچش ببایست زان برگزید
сарафроз гударз аз он анҷуман	سرافراز گودرز ازان انجمن
сипоҳе биёвард баҳроми гурд	سپاهی بیاورد بهرام گرد
зи кӯҳу биёбону аз регу шах	ز کوه و بیابان وز ریگ و شخ
чунин гуфт к-он номаи бар ҳарир	چنین گفت کان نامه برحریر
в-аз он пас ялонро ҳама ҳамгурӯҳ	از آن پس یلان را همه همگروه
сипаҳбад бихандид бо меҳтарон	سپهبد بخندید با مهتران
бурун овариданд ларзон чу бед	برون آوریدند لرزان چو بید
чу фарзанд бояд ки дорӣ ба ноз	چو فرزند باید که داری به ناز
агар марг дод аст бедод чист	اگر مرگ دادست بیداد چیست
биёварду шамшеру заррин камар	بیاورد شمشیر و زرین کمر
ба гуфтор чун шӯх шуд лашкараш	به گفتار چون شوخ شد لشکرش
ба ман дод аз ин гуна дасторхон	بمن داد زین گونه دستارخوان
хиромон бари шоҳ шуд яздгирд	خرامان بر شاه شد یزدگرد
биёвард баргустувонвар савор	بیاورد برگستوانور سوار
будӣ даҳ шабонрӯз бар пушти зин	بدی ده شبان روز بر پشت زین
аз эдар сӯи роҳи кӯтаҳ равед	از ایدر سوی راه کوته روید
ҳама ғарқ дар чавшану симу зар	همه غرقه در جوشن و سیم و زر
ҳамеша ҷаҳонро ба хубӣ гузор	همیشه جهان را به شادی گذار
хурӯшон бар ӯ офарин хонданд	خروشان برو آفرین خواندند
ба хок андаромад сару афсараш	به خاک اندرآمد سر و افسرش
ки бандад бар ин кин сиёвуш камар	که بندد برین کین سیاوش کمر
ки рафтӣ камарбастаи корзор	چو رفتی کمر بسته کارزار
ҳар он кас ки ӯ пӯшиши шоҳ ёфт	هرآنکس که او پوشش شاه یافت
нишасту сухан гуфтану рои ӯй	نشست و سخن گفتن و رای اوی
ки гетӣ сипанҷ асту ҷовид нест	که گیتی سپنجست و جاوید نیست
на озор дорам зи кори сипоҳ	نه آزار دارم ز کار سپاه
падар бадтар аз ман ки хушнуд нест	پدر بتر از من که خشنود نیست
ту ҳарч андар ин кор донӣ бигӯй	تو هرچ اندرین کار دانی بگوی
на чашми замон кас ба сӯзан бидӯхт	نه چشم جهان کس به سوزن بدوخت
таносонии хеш ҷустӣ дар ин	تن آسانی خویش جستی برین
бидид он дилу рои ҳушёри ӯй	بدید آن دل و رای هشیار اوی
бисозему ороиши нав кунем	بسازیم و آرایشی نو کنیم
кунун аз раҳи бегуноҳон ба мо	کنون از پی بیگناهان به ما
барошуфту бишкаст бозорашон	بر آشفت و بشکست بازارشان
ки бедор бошед барнову пир	که بیدار باشید برنا و پیر
хурӯш омаду нолаи каррной	خروش آمد و ناله کرنای
чу бад гӯяд аз дод фармон макун	چو بد گوید از داد فرمان مکن
чунон буд ки чун мебудаш орзуй	چنان بد که چون می‌بدش آرزوی
ки ман будам андар ҷаҳон комрон	که من بودم اندر جهان کامران
суханҳои ту гӯшвори ман аст	سخنهای توگوشوارمنست
таковар зи дард андаромад ба сар	تگاور ز درد اندر آمد به سر
зи девон ба асп андаровард пой	ز ایوان باسب اندر آورد پای
чу шустӣ ба шамшери ҳиндӣ замин	تو شستی به شمشیر هندی زمین
ба болои айвони ӯ роғ нест	به بالای ایوان او راغ نیست
ба гуфтор вайрон шуд он покҷой	به گفتار ویران شد این پاک جای
чудар ҷоми кайхусрав эдун намуд	چو در جام کیخسرو ایدون نمود
чу беша наистон ба вақти баҳор	چو بیشه نیستان به وقت بهار
чунин дод посух ки обод ҷой	چنین داد پاسخ که آباد جای
каманд ору бодафраи ӯ бикун	کمند آر و بادافره او بکن
ҳама баҳри ӯ шӯрбахтӣ бувад	همه بهر او شوربختی بود
зи ҷайҳун ба гардун бароред хок	ز جیحون به گردون برآرید خاک
бифармуд то пеши қалби сипоҳ	بفرمود تا پیش قلب سپاه
ба гоҳи ҷавониву кундоварӣ	بگاه جوانی و کند آوری
чунин гуфт к-эй хусрави роду рост	چنین گفت کای خسرو داد و راست
баросуда аз разму аз гуфтугӯй	برآسوده از رزم وز گفتگوی
аз оҳан ба кирдори кӯҳи сиёҳ	ز آهن بکردار کوهی سیاه
бидорам туро ҳам ба сони падар	بدارم تو را هم بسان پدر
намонад бар ӯ низу ҳам бигзарад	نپاید برو نیز و هم بگذرد
бигуфту барангехт аблақ зи ҷой	بگفت و برانگیخت ابلق زجای
бихастанд аз эшон фаровон ба тир	بخستند ز ایشان فراوان به تیر
туро рӯзгори бузургӣ мабод	تو را روزگار بزرگی مباد
дигаргуна оҳанг бадкома кард	دگرگونه آهنگ بدکامه کرد
ба наздики шоҳи далерон барӣ	به نزدیک شاه دلیران بری
биёвехт аз шох заррин сипар	بیاویخت از شاخ زرین سپر
ба ёқуту пирӯзаву лоҷвард	به یاقوت و پیروزه و لاجورد
шабу рӯз ӯро надидаст кас	شب و روز او را ندیدست کس
зи ман ростӣ ҳар чи донӣ бигӯй	زمن راستی هرچ دانی بگوی
гурӯи зиреҳ чун замонаш расид	گروی زره چون زمانش رسید
ба шоҳӣ хирадманд бошад сазо	به شاهی خردمند باشد سزا
чаҳорум чунин дидам эй номдор	چهارم چنان دیدم ای نامدار
бад-ӯ офарин карду фармон-ш дод	برو آفرین کرد و فرمانش داد
бузурганду бо тахту бо афсаранд	بزرگند و با تخت و با افسرند
дигар ҳафта бардошт бо даҳ савор	دگر هفته برداشت با ده سوار
чӣ гуна гироянд гурзи гарон	چگونه گزارند گرز گران
ҳунарманду бодонишу ёдгир	هنرمند و بادانش و یادگیر
яке теғи ҳиндиву пили сафед	یکی تیغ هندی و پیل سپید
чунин дод посух ки шоҳи ҷаҳон	چنین داد پاسخ که شاه جهان
биёвард ганҷуру ҷоме гуҳар	بیاورد گنجور جامی گهر
ғамӣ шуд зи гуфтори ӯ модараш	غمی شد ز گفتار او مادرش
ба мардӣ наёяд касе ҳамраҳам	به مردی نباید کسی همرهم
бузургони эрон гирифтанд хашм	بزرگان ایران گرفتند خشم
шавему битозем як рӯз роҳ	شویم و بتازیم یک روزه راه
заминро бидаррид тарг аз набард	زمین را بدرید ترک از نبرد
сар оварда бошӣ ҳама гуфтугӯй	سرآورده باشی همه گفت و گوی
бузургони эрону кундоварон	بزرگان ایران و کنداوران
зи бадгӯй пурдарду фарёдхоҳ	ز بدگوی پردرد و فریادخواه
бишуд тус бо ковиёнӣ дурафш	بشد طوس با کاویانی درفش
ки бо лашкар омад ба наздики об	که با لشکر آمد به نزدیک آب
бидеҳ то бипӯшам силеҳи набард	بده تا بپوشم سلیح نبرد
чу бишнид густаҳми нӯзар ки шоҳ	چو بشنید گستهم نوذر که شاه
гар ин омадам аз пайи хоста-ст	گرین آمدنت از پی خواسته‌ست
ба ман-бар яке тоза кун рӯзгор	بمن بریکی تازه کن روزگار
нишаст андар ӯ шаҳрёри далер	نشست اندرو شهریار دلیر
маро бар яке ҷома хоб орзуст	مرا بر یکی جامه خواب آرزوست
магар дасти бежан гирифта ба даст	مگر دست بیژن گرفته بدست
кунун ҷони хусрав шуду ранҷи ман	کنون جان خسرو شد و رنج من
ба ороиши кох бинҳод рӯй	به آرایش کاخ بنهاد روی
ҳаме тохтанд андар овардгоҳ	همی‌تاختند اندر آوردگاه
хуриш чун бад-ин гуна дорӣ ба хон	خورش چون بدین گونه داری به خوان
яке бадра динору аспе ба зин	یکی بدره دینار واسبی به زین
зи гурдони ҷангиву номоварон	ز گردان جنگی و نام‌آوران
дили равшани ман чу баргашт аз ӯй	دل روشن من چو برگشت از اوی
ҳама румиён офарин хонданд	همه رومیان آفرین خواندند
ҳама шоду шангул диле пур зи дард	همان شاه شنگل دلی پر ز درد
чу бозоргонбачча гардад дабир	چو بازارگان بچه گردد دبیر
дигар ҳафта бо лашкаре сарфароз	دگر هفته با لشکری سرفراز
бад-он хирагӣ номи яздон бихонд	بدان خیرگی نام یزدان بخواند
биҷустанд ҳар кас бад-он ростӣ	بجستند هرکس بر و آستی
зи қайсар бувад бар масеҳо ситам	ز قیصر بود بر مسیحا ستم
ки мӯбад чу эшон санавбар накишт	که موبد چو ایشان صنوبر نکشت
в-агар осмон бар замин оварам	وگر آسمان بر زمین آورم
биёрост кӯсу дурафшу сипоҳ	بیاراست کوس و درفش و سپاه
бигирад барорад ба хуршед сар	بگیرد برآرد به خورشید سر
ҳам андар замон з-ӯ бипардоз ҷой	هم اندر زمان زو بپرداز جای
зи ҳар сӯ бар эшон бигиред роҳ	ز هر سو بریشان بگیرید راه
дил аз айб софеву сӯфӣ ба ном	دل از عیب صافی و صوفی به نام
ки азгардиши ҳур то захми кӯс	که از گردش مهر تا زخم کوس
ба ҷое ки ман пой бифшордам	به جایی که من پای بفشاردم
баду нек монад зи мо ёдгор	بد و نیک ماند ز ما یادگار
таҳамтан чунин посух овард боз	تهمتن چنین پاسخ آورد باز
бидонист к-ӯро табоҳ аст кор	بدانست کو را تباهست کار
бидорам вафои ту то зиндаам	بدارم وفای تو تا زنده‌ام
нишасти шаҳаншоҳ карданд зин	نشست شهنشاه کردند زین
бизад дасту он санг бардошт рост	بزد دست و آن سنگ برداشت داست
чӣ чиз аст к-он нанг пеш оварад	چه چیزیست کان ننگ پیش آورد
инонпечу аспафкану некном	عنان پیچ و اسپ افگن و نیک‌نام
басе розҳо пеши эшон биронд	بسی رازها پیش ایشان براند
ба пушти сипоҳ андарорам сипоҳ	به پشت سپاه اندر آرم سپاه
пасу пеш ҳар сӯ ҳаме кӯфт гурз	پس و پیش هر سو همی کوفت گرز
ки пайдо набудӣ зи дебо замин	که پیدا نبودی ز دیبا زمین
саранҷом гуфт эмин аз ҳардувон	سرانجام گفت ایمن از هر دوان
на рӯбаҳ шавад з-озмудан далер	نه روبه شود ز آزمودن دلیر
ба ҷанги ман-андар ба сони тазарв	به چنگ منی در به سان تذرو
чу омад ба наздики исфандёр	چو آمد به نزدیک اسفندیار
ба доду ба дин гетӣ оростам	به داد و به دین گیتی آراستم
пиёда биёмад ба байтулҳаром	پیاده درآمد به بیت‌الحرام
бигӯяд ки равшандиле шеда ном	بگوید که روشن دلی شیده نام
сияҳ шуд зи гарди сипоҳ офтоб	سیه شد ز گرد سپاه آفتاب
ту паймон ки кардӣ ба кажжӣ мабар	تو پیمان که کردی به کژی مبر
бар инему гардан варо додаем	برینیم و گردن ورا داده‌ایم
чу ӯ нома бархонд шопур гуфт	چو آن نامه برخواند شاپور گفت
ҳаме то гиё русташ андар канор	همی تاگیا رستش اندر کنار
набояд равонро ба заҳр ожадан	نباید روان را به زهر آژدن
бишуд нохушибӯю комаш бисӯхт	بشد ناخوشی بوی و کامش بسوخت
ки эй сарви симинбари моҳрӯй	که ای سرو سیمین بر ماه روی
мар онро ки буд бадтар аз аждаҳо	مر آن را که بد بتر از اژدها
ки бахти бадандеши ту гашт пир	که بخت بد اندیش توگشت پیر
рухи номдорону шоҳи набард	رخ نامداران و شاه نبرد
чу илёс бархонд он номаро	چو الیاس بر خواند آن نامه را
бисозед к-имрӯз рӯзе нав аст	بسازید کامروز روز نوست
чу сесад буна барниҳоданд бор	چو سیصد بنه برنهادند بار
чу омад ба болини он кушта зор	چو آمد ببالین آن کشته زار
бигуфтанд бо номвар шаҳрёр	بگفتند با نامور شهریار
сиёвуш агар сар зи фармони ман	سیاوش اگر سر ز پیمان من
кунун он чи ҷустӣ ҳама ёфтӣ	کنون آنچ جستی همه یافتی
равонаш зи андеша кӯтоҳ шуд	روانش ز اندیشه کوتاه شد
синону ситому силеҳу камар	سنان و ستام و کلاه و کمر
ту ин номаи хусравон бозгӯй	شو این نامه خسروان باز گوی
зи дарди падар сӯгвор омаданд	ز درد پدر سوکوار آمدند
аз ӯӣ ба ҳарду сарой арҷманд	از اویی به هر دو سرای ارجمند
ки эдар намонад сухан дар ниҳон	که ایدون نماند سخن در نهان
биёрой пилону лашкар бисоз	بیارای پیلان و لشکر بساز
бирафтанду гуфтанд к-эй хуфта мард	برفتند و گفتند کای خفته مرد
ки ройи ту озодагонро гузид	که رای تو آزادگان را گزید
ҳамон ёраву тавқу маншури чоҷ	همان یاره و طوق و منشور چاچ
гар эдун ки ин разм гардад куҳан	گر ای دون که این رزم گردد کهن
ҳаме гуфт к-эй довари додпок	همی گفت کای داور داد و پاک
гирифтор шуд дар миён ардавон	گرفتار شد در میان اردوان
ҳама ҷагҷӯю ҳама номдор	همه جنگ‌جوی و همه نیزه‌دار
бимонед шодондилу судманд	بمانید شادان‌دل و سودمند
ҳар он кас ки бошад зи эрониён	هر آنکس که باشد از ایرانیان
ҳама ҳар чӣ боист барсохтанд	همه هرچ بایست برساختند
чу омад бад-он шорсони бузург	چو آمد بران شارستان بزرگ
чу баҳром гетӣ ба баҳром дод	چو بهرام گیتی به بهرام داد
ки лашкаргаҳи шоҳи ҳайтол буд	که لشکرگه شاه هیتال بود
бипурсидӣ аз гавҳару номи ман	بپرسیدی از گوهر و نام من
чӣ кардед бо гев хусрав куҷост	چه کردید با گیو و خسرو کجاست
пароканда гаштанду мастон шуданд	پراکنده گشتند و مستان شدند
ба ҳаштум зи ҷои парастиш бирафт	به هشتم ز جای پرستش برفت
бинолид судобаву дод хост	بنالید سودابه و داد خواست
ки эй номдорони эронсипоҳ	که ای نامداران ایران سپاه
ба подоши ту нестмон дастрас	بپاداش تو نیست‌مان دسترس
амуде зи пӯлоди чинӣ ба чанг	عمودی ز پولاد چینی بچنگ
аз он анҷуман кас ба кас нашмарад	ازین انجمن کس به کس نشمرد
ки аз тухми заҳҳок шоҳӣ бибурд	که از تخم ضحاک شاهی ببرد
нигаҳ кард афросиёб аз карон	نگه کرد افراسیاب از کران
в-аз он ҷо сӯи роҳ бинҳод рӯй	وزانجا سوی راه بنهاد روی
гуразми бадоҳуш гуфт аз хирад	گرزم بد آهوش گفت از خرد
ки пушти ҳама шаҳри турон бад-ӯст	که پشت همه شهر توران بدوست
ба ороиши хону гуфтори хваш	به آرایش خوان و گفتار خوش
бадонро зи некон надонӣ ҳаме	بدان را ز نیکان ندانی همی
ба ман тоза кун аз сухан обрӯй	به من تازه کن در سخن آبروی
чаро кардӣ эй шаҳрёри баланд	چرا کردی ای شهریار بلند
биёварду бинҳод дар пеши тахт	بیاورد و بنهاد در پیش تخت
фиристод кас бихрадонро бихонд	فرستاد کس بخردان را بخواند
ҳамоно ки ин дарду ранҷ андак аст	همانا که این درد و رنج اندک است
зи мастӣ ҳамон рӯз боз истод	ز مستی هم آن روز باز ایستاد
ба оташ бидод ончи пазруфта буд	به آتش بداد آنچ پذیرفته بود
бирафту гаронмоягонро бибурд	برفت و گرانمایگان راببرد
в-агар пӯст бар тан касеро бикафт	وگر پوست بر تن کسی را بکفت
ҳаме шуст то шуд гулон тобдор	همی شست تا شد گلان آبدار
бад-ӯ ройзан гуфт акнун гузашт	بدو رای زن گفت که اکنون گذشت
ҳаме оташ афрӯхт гуфтӣ ба дам	همی آتش افروخت گفتی بدم
ду ҳафта сипеҳр андар ин гашта шуд	دو هفته سپهر اندرین گشته شد
ки гуфтӣ аз он дар замин ҷой нест	که گفتی ازان بر زمین جای نیست
ки ҳастанд бар ҷон нигаҳдори ман	که هستند بر جان نگهبان من
чаро хоста пеш н-овардамаш	چرا خواسته پیش ناوردمش
нигорандаи баршуда гавҳар аст	نگارنده بر شده پیکر است
чу дар пеши ӯ кушта шуд ревниз	چو در پیش او کشته شد ریونیز
магар к-аз бадон пок гардад ҷаҳон	مگر کز بدان پاک گردد جهان
хунук он ки гирди дуруштӣ нагашт	خنک آنک گرد گذشته نگشت
чунон тоза шуд чун гул андар баҳор	چنان تازه شد چون گل اندر بهار
на оини шоҳони саркаш бувад	نه آیین شاهان سرکش بود
накардаш табоҳ аз шигифтӣ ҷаҳон	نکردش تباه از شگفتی جهان
ба қайсар яке нома бояд набишт	به قیصر یکی نامه باید نوشت
дурафшу синони сипаҳбад ба пеш	درفش و سنان سپهبد بپیش
бихоҳад магар з-аждаҳо кини ман	بخواهد مگر ز اژدها کین من
чӣ гуфт он хирадманди гарданфароз	چه گفت آن خردمند گردن فراز
тани бесарон буд ҳама дашти кин	تن بی‌سران بد همه دشت کین
зи яздон шуморо расид офарин	ز یزدان شما را رسید آفرین
зи пайвастагон чун ҳазору дувист	ز پیوستگانم هزار و دویست
бад-ӯ гуфт к-эй хоҷаи солхвард	بدو گفت کای خواجه سالخورد
ҳама кори ман бар ту бедод буд	همه کار من با تو بیداد بود
в-аз он ҷойгаҳ сӯи шоҳ омаданд	وزان جایگه سوی شاه آمدند
