Дар ғами мо рӯзҳо бегоҳ шуд,	در غم ما روزها بیگاه شد
Рӯзҳо бо сӯзҳо ҳамроҳ шуд.	روزها با سوزها همراه شد
Рӯзҳо гар рафт, гӯ: «Рав бок нест,	روزها گر رفت گو رو باک نیست
Ту бимон, эй он ки чун ту пок нест».	تو بمان ای آن که چون تو پاک نیست
Ҳар кӣ ҷуз моҳӣ зи обаш сер шуд,	هر که جز ماهی ز آبش سیر شد
Ҳар кӣ берӯзист, рӯзаш дер шуд.	هرکه بی روزیست روزش دیر شد
Дарнаёбад ҳоли пухта ҳеч хом,	در نیابد حال پخته هیچ خام
Пас сухан кӯтоҳ бояд, вассалом!	پس سخن کوتاه باید والسلام
Банд бугсил, бош озод, эй писар!	بند بگسل باش آزاد ای پسر
Чанд бошӣ банди симу банди зар?	چند باشی بند سیم و بند زر
Гар бирезӣ баҳрро дар кӯзае,	گر بریزی بحر را در کوزه‌ای
Чанд гунҷад, қисмати якрӯзае?	چند گنجد‌؟ قسمت یک روزه‌ای
Кӯзаи чашми ҳарисон пур нашуд,	کوزه‌ی چشم حریصان پر نشد
То садаф қонеъ нашуд, пурдур нашуд.	تا صدف قانع نشد پر در نشد
Ҳар киро ҷома зи ишқе чок шуд,	هر که را جامه ز عشقی چاک شد
ӯ зи ҳирсу айб куллӣ пок шуд.	او ز حرص و عیب کلی پاک شد
Шод бош, эй ишқи хушсавдои мо!	شاد باش ای عشق خوش سودای ما
Эй табиби ҷумла иллатҳои мо!	ای طبیب جمله علت‌های ما
Эй давои нахвату номуси мо!	ای دوای نخوت و ناموس ما
Эй ту Афлотуну Ҷолинуси мо!	ای تو افلاطون و جالینوس ما
Ҷисми хок аз ишқ бар афлок шуд,	جسم خاک از عشق بر افلاک شد
Кӯҳ дар рақс омаду чолок шуд.	کوه در رقص آمد و چالاک شد
Ишқ ҷони Тур омад, ошиқо!	عشق، جانِ طور آمد عاشقا!
Тур масту «харра Мӯсо соиқо».	طور، مست و خَرَّ موسی صاعِقا
Бо лаби дамсози худ гар ҷуфтаме,	با لب دمساز خود گر جفتمی
Ҳамчу най ман гуфтаниҳо гуфтаме.	همچو نی من گفتنی‌ها گفتمی
Ҳар кӣ ӯ аз ҳамзабоне шуд ҷудо,	هر که او از هم‌زبانی شد جدا
Безабон шуд, гарчи дорад сад наво.	بی‌زبان شد گرچه دارد صد نوا
Чунки гул рафту гулистон даргузашт,	چون که گل رفت و گلستان درگذشت
Нашнавӣ з-он пас зи булбул саргузашт.	نشنوی زآن پس ز بلبل سرگذشت
Ҷумла маъшуқ асту ошиқ пардае,	جمله معشوق است و عاشق پرده‌ای
Зинда маъшуқ асту ошиқ мурдае.	زنده معشوق است و عاشق مرده‌ای
Чун набошад ишқро парвои ӯ,	چون نباشد عشق را پروای او
ӯ чу мурғе монд бепар, вои ӯ.	او چو مرغی ماند بی‌پر وای او
Ман чӣ гуна ҳуш дорам пешу пас,	من چگونه هوش دارم پیش و پس
Чун набошад нури ёрам пешу пас? ;	چون نباشد نور یارم پیش و پس
Ишқ хоҳад, к-ин сухан берун бувад,	عشق خواهد کاین سخن بیرون بود
Ойина ғаммоз набвад, чун бувад?	آینه غماز نبود چون بود
Ойина-т донӣ чаро ғаммоз нест?	آینه‌ت دانی چرا غماز نیست
З-он ки зангор аз рухаш мумтоз нест.;	زآن که زنگار از رخش ممتاز نیست
Бишнавед, эй дӯстон, ин достон,	بشنوید ای دوستان این داستان
Худ ҳақиқат нақди ҳоли мост он.	خود حقیقت نقد حال ماست آن
Буд шоҳе дар замоне пеш аз ин,	بود شاهی در زمانی پیش ازین
Мулки дунё будашу ҳам мулки дин.	ملک دنیا بودش و هم ملک دین
Иттифоқо, шоҳ рӯзе шуд савор,	اتفاقا شاه روزی شد سوار
Бо хавоси хеш аз баҳри шикор.	با خواص خویش از بهر شکار
Як канизак дид шаҳ бар шоҳроҳ,	یک کنیزک دید شه بر شاه‌راه
Шуд ғуломи он канизак подшоҳ.	شد غلام آن کنیزک پادشاه
Мурғи ҷонаш дар қафас чун метапид,	مرغ جانش در قفس چون می‌تپید
Дод молу он канизакро харид.	داد مال و آن کنیزک را خرید
Чун харид ӯрову бархурдор шуд,	چون خرید او را و برخوردار شد
Он канизак аз қазо бемор шуд.	آن کنیزک از قضا بیمار شد
Он яке хар дошт, полонаш набуд,	آن یکی خر داشت و پالانش نبود
Ёфт полон, гург харро даррабуд.	یافت پالان گرگ خر را در ربود
Кӯза будаш, об меномад ба даст	کوزه بودش آب می‌نامد بدست
Обро чун ёфт, худ кӯза шикаст.	آب را چون یافت خود کوزه شکست
Шаҳ табибон ҷамъ кард аз чаппу рост	شه طبیبان جمع کرد از چپ و راست
Гуфт: «Ҷони ҳар ду дар дасти шумост».	گفت جان هر دو در دست شماست
Ҷони ман саҳл аст, ҷони ҷонам ӯст,	جان من سهلست جان جانم اوست
Дардманду хастаам, дармонам ӯст.	دردمند و خسته‌ام درمانم اوست
Ҳар кӣ дармон кард мар ҷони маро,	هر که درمان کرد مر جان مرا
Бурд ганҷу дурру марҷони маро.	برد گنج و در و مرجان مرا
Ҷумла гуфтандаш, ки ҷонбозӣ кунем	جمله گفتندش که جانبازی کنیم
Фаҳм гирд орему анбозӣ кунем,	فهم گرد آریم و انبازی کنیم
Ҳар яке аз мо Масеҳи оламест,	هر یکی از ما مسیح عالمیست
Ҳар аламро дар кафи мо марҳамест».	هر الم را در کف ما مرهمیست
«Гар Худо хоҳад» нагуфтанд, аз батар,	گر خدا خواهد نگفتند از بطر
Пас Худо бинмудашон аҷзи башар.	پس خدا بنمودشان عجز بشر
Тарки «истисно» муродам қасватест,	ترک استثنا مرادم قسوتیست
На ҳамин гуфтан, ки ориз ҳолатест.	نه همین گفتن که عارض حالتیست
Эй басо н-оварда «истисно» ба гуфт,	ای بسا ناورده استثنا به گفت
Ҷони ӯ бо ҷони «истисно»-ст ҷуфт.	جان او با جان استثناست جفت
Ҳар чӣ карданд аз илоҷу аз даво,	هرچه کردند از علاج و از دوا
Гашт ранҷ афзуну ҳоҷат нораво.	گشت رنج افزون و حاجت ناروا
Он канизак аз мараз чун мӯй шуд,	آن کنیزک از مرض چون موی شد
Чашми шаҳ аз ашки хун чун ҷӯй шуд.	چشم شه از اشک خون چون جوی شد
Аз қазо сиркангубин сафро фузуд,	از قضا سرکنگبین صفرا فزود
Равғани бодом хушкӣ менамуд.	روغن بادام خشکی می‌نمود
Аз ҳалила қабз шуд, итлоқ рафт,	از هلیله قبض شد اطلاق رفت
Об оташро мадад шуд ҳамчу нафт.	آب آتش را مدد شد همچو نفت
Шаҳ чу аҷзи он ҳакимонро бидид,	شه چو عجز آن حکیمان را بدید
Побараҳна ҷониби масҷид давид.	پابرهنه جانب مسجد دوید
Рафт дар масҷид, суи меҳроб шуд,	رفت در مسجد سوی محراب شد
Саҷдагоҳ аз ашки шаҳ пуроб шуд.	سجده‌گاه از اشک شه پر آب شد
Чун ба хеш омад зи ғарқоби фано	چون به خویش آمد ز غرقاب فنا
Хуш забон бигшод дар мадҳу дуъо:	خوش زبان بگشاد در مدح و دعا
К-эй камина бахшишат мулки ҷаҳон,	کای کمینه بخششت مُلک جهان
Ман чӣ гӯям? Чун ту медонӣ ниҳон.	من چه گویم چون تو می‌دانی نهان
Эй ҳамеша ҳоҷати моро паноҳ,	ای همیشه حاجت ما را پناه
Бори дигар мо ғалат кардем роҳ.	بار دیگر ما غلط کردیم راه
Лек гуфтӣ: «Гарчи медонам сират,	لیک گفتی گرچه می‌دانم سرت
Зуд ҳам пайдо кунаш бар зоҳират».	زود هم پیدا کنش بر ظاهرت
Чун баровард аз миёни ҷон хурӯш,	چون برآورد از میان جان خروش
Андар омад баҳри бахшоиш ба ҷӯш.	اندر آمد بحر بخشایش به جوش
Дар миёни гиря хобаш даррабуд,	درمیان گریه خوابش در ربود
Дид дар хоб ӯ, ки пире рӯ намуд,	دید در خواب او که پیری رو نمود
Гуфт: «Эй шаҳ, мужда, ҳоҷотат равост,	گفت ای شه مژده حاجاتت رواست
Гар ғарибе оядат фардо зи мост.	گر غریبی آیدت فردا ز ماست
Чунки ояд ӯ, ҳакими ҳозиқ аст,	چونکه آید او حکیمی حاذقست
Содиқаш дон, к-ӯ амину содиқ аст.	صادقش دان کو امین و صادقست
Дар илоҷаш сеҳри мутлақро бибин,	در علاجش سِحر مطلق را ببین
Дар мизоҷаш қудрати Ҳақро бибин».	در مزاجش قدرت حق را ببین
Чун расид он ваъдагоҳу рӯз шуд,	چون رسید آن وعده‌گاه و روز شد
Офтоб аз Шарқ ахтарсӯз шуд.	آفتاب از شرق اخترسوز شد
Буд андар манзара шаҳ мунтазир,	بود اندر منظره شه منتظر
То бибинад он чӣ бинмуданд сир.	تا ببیند آنچه بنمودند سر
Дид шахсе, фозиле, пурмояе,	دید شخصی فاضلی پرمایه‌ای
Офтобе дар миёни сояе.	آفتابی درمیان سایه‌ای
Мерасид аз дур монанди ҳилол,	می‌رسید از دور مانند هلال
Нест буду ҳаст бар шакли хаёл.	نیست بود و هست بر شکل خیال
Нестваш бошад хаёл андар равон,	نیست‌وش باشد خیال اندر روان
Ту ҷаҳоне бар хаёле бин равон:	تو جهانی بر خیالی بین روان
Бар хаёле сулҳашону ҷангашон	بر خیالی صلحشان و جنگشان
В-аз хаёле фахрашону нангашон.	وز خیالی فخرشان و ننگشان
Он хаёлоте, ки доми авлиёст,	آن خیالاتی که دام اولیاست
Акси маҳрӯёни бустони Худост.	عکس مه‌رویان بستان خداست
Он хаёле, ки шаҳ андар хоб дид,	آن خیالی که شه اندر خواب دید
Дар рухи меҳмон ҳамеомад падид.	در رخ مهمان همی آمد پدید
Шаҳ ба ҷойи ҳоҷибон фопеш рафт,	شه به جای حاجبان فا پیش رفت
Пеши он меҳмони ғайби хеш рафт.	پیش آن مهمان غیب خویش رفت
Ҳар ду баҳрӣ, ошино омӯхта,	هر دو بحری‌، آشنا آموخته
Ҳар ду ҷон бе дӯхтан бардӯхта.	هر دو جان بی دوختن بر دوخته
Гуфт: «Маъшуқам ту будастӣ, на он,	گفت معشوقم تو بودستی نه آن
Лек кор аз кор хезад дар ҷаҳон.	لیک کار از کار خیزد در جهان
Эй маро ту Мустафо, ман чун Умар,	ای مرا تو مصطفی من چو عمر
Аз барои хидматат бандам камар».	از برای خدمتت بندم کمر
Аз Худо ҷӯем тавфиқи адаб,	از خدا جوییم توفیق ادب
Беадаб маҳрум гашт аз лутфи раб.	بی‌ادب محروم گشت از لطف رب
Беадаб танҳо на худро дошт бад,	بی‌ادب تنها نه خود را داشت بد
Балки оташ дар ҳама офоқ зад.	بلک آتش در همه آفاق زد
Моида аз осмон дармерасид,	مایده از آسمان در می‌رسید
Беширою байъу бегуфту шунид.	بی‌شری و بیع و بی‌گفت و شنید
Дар миёни қавми Мӯсо чанд кас	درمیان قوم موسی چند کس
Беадаб, гуфтанд: «Ку сиру адас?»	بی‌ادب گفتند کو سیر و عدس
Мунқатеъ шуд хону нон аз осмон,	منقطع شد خوان و نان از آسمان
Монд ранҷи заръу белу досамон.	ماند رنج زرع و بیل و داس‌مان
Боз Исо чун шафоат кард Ҳақ,	باز عیسی چون شفاعت کرد حق
Хон фиристоду ғанимат бар табақ.	خوان فرستاد و غنیمت بر طبق
Боз густохон адаб бигзоштанд,	باز گستاخان ادب بگذاشتند
Чун гадоён заллаҳо бардоштанд.	چون گدایان زله‌ها برداشتند
Лоба карда Исӣ эшонро, ки ин	لابه کرده عیسی ایشان را که این
Доим асту кам нагардад аз замин,	دایمست و کم نگردد از زمین
Бадгумонӣ кардану ҳирсоварӣ,	بدگمانی کردن و حرص‌آوری
Куфр бошад пеши хони меҳтарӣ.	کفر باشد پیش خوان مهتری
З-он гадорӯёни нодида зи оз,	زان گدارویان نادیده ز آز
Он дари раҳмат бар эшон шуд фароз.	آن در رحمت بریشان شد فراز
Абр бар н-ояд пайи манъи закот	ابر بر ناید پی منع زکات
В-аз зино афтад вабо андар ҷиҳот.	وز زنا افتد وبا اندر جهات
Ҳар чӣ бар ту ояд аз зулмоту ғам,	هر چه بر تو آید از ظلمات و غم
Он зи бебокиву густохист ҳам.	آن ز بی‌باکی و گستاخیست هم
Ҳар кӣ бебокӣ кунад дар роҳи дӯст,	هر که بی‌باکی کند در راه دوست
Раҳзани мардон шуду номард ӯст.	ره‌زن مردان شد و نامرد اوست
Аз адаб пурнур гаштаст ин фалак	از ادب پرنور گشته‌ست این فلک
В-аз адаб маъсуму пок омад малак.	وز ادب معصوم و پاک آمد ملک
Буд зи густохӣ кусуфи офтоб,	بد ز گستاخی کسوف آفتاب
Шуд Азозиле зи ҷуръат радди боб.	شد عزازیلی ز جرات رد باب
Даст бигшоду каноронаш гирифт,	دست بگشاد و کنارانش گرفت
Ҳамчу ишқ андар дилу ҷонаш гирифт.	همچو عشق اندر دل و جانش گرفت
Дасту пешониш бӯсидан гирифт	دست و پیشانیش بوسیدن گرفت
В-аз мақому роҳ пурсидан гирифт.	وز مقام و راه پرسیدن گرفت
Пурс-пурсон мекашидаш то ба садр,	پرس‌پرسان می‌کشیدش تا به صدر
Гуфт: «Ганҷе ёфтам, аммо ба сабр».	گفت گنجی یافتم آخر به صبر
Гуфт: «Эй нури Ҳақу дафъи ҳараҷ!»	گفت ای نور حَقُ و دفعِ حَرَج
Маънии «Ас-сабру мифтоҳ-ул-фараҷ!»	معنی‌ِ الصبر مفتاح الفرج
Эй лиқои ту ҷавоби ҳар суол!	ای لقای تو جواب هر سؤال
Мушкил аз ту ҳал шавад беқилу қол.	مشکل از تو حل شود بی‌قیل‌وقال
Тарҷумонӣ, ҳар чӣ моро дар дил аст,	ترجمانی هرچه ما را در دل است
Дастгирӣ, ҳар кӣ пояш дар гил аст.	دستگیری هر که پایش در گل است
Марҳабо ё муҷтабо ё муртазо!	مرحبا یا مجتبی یا مرتضی
«Ин тағиб ҷоа-л-қазо зоқа-л-фазо.	إن تغب، جاء القضا، ضاق الفضا
Анта мавла-л-қавми ман ло йаштаҳи	انت مولی‌القوم من لا یشتهی
Қад радо калло лаин лам йантаҳи».	قد ردی کلا لئن لم ینتهی
Чун гузашт он маҷлису хони карам,	چون گذشت آن مجلس و خوان کرم
Дасти ӯ бигрифту бурд андар ҳарам.	دست او بگرفت و برد اندر حرم
Қиссаи ранҷуру ранҷурӣ бихонд,	قصهٔ رنجور و رنجوری بخواند
Баъд аз он дар пеши ранҷураш нишонд.	بعد از آن در پیش رنجورش نشاند
Ранги рӯю набзу қорура бидид,	رنگ روی و نبض و قاروره بدید
Ҳам аломоташ, ҳам асбобаш шунид.	هم علاماتش هم اسبابش شنید
Гуфт: «Ҳар дору, ки эшон кардаанд,	گفت هر دارو که‌ایشان کرده‌اند
Он иморат нест, вайрон кардаанд.	آن عمارت نیست ویران کرده‌اند
Бехабар буданд аз ҳоли дарун,	بی‌خبر بودند از حال درون
«Астаъизуллоҳа миммо йафтарун».	استعیذ الله مما یفترون
Дид ранҷу кашф шуд бар вай ниҳуфт,	دید رنج و کشف شد بَر وی نهفت
Лек пинҳон карду бо султон нагуфт.	لیک پنهان کرد و با سلطان نگفت
Ранҷаш аз сафрову аз савдо набуд,	رنجش از صفرا و از سودا نبود
Бӯйи ҳар ҳезум падид ояд зи дуд.	بوی هر هیزم پدید آید ز دود
Дид аз зориш, к-ӯ зори дил аст,	دید از زاریش کاو زار دل است
Тан хуш асту ӯ гирифтори дил аст.	تن خوش است و او گرفتار دل است
Ошиқӣ пайдост аз зории дил,	عاشقی پیداست از زاری دل
Нест беморӣ чу бемории дил.	نیست بیماری چو بیماری دل
Иллати ошиқ зи иллатҳо ҷудост,	علت عاشق ز علت‌ها جداست
Ишқ устурлоби асрори Худост.	عشق اصطرلاب اسرار خداست
Ошиқӣ гар зин сару гар з-он сар аст,	عاشقی گر زین سر و گر زان سرست
Оқибат моро бад-он сар раҳбар аст.	عاقبت ما را بدان سر رهبرست
Ҳар чӣ гӯям ишқро шарҳу баён,	هرچه گویم عشق را شرح و بیان
Чун ба ишқ оям, хиҷил бошам аз он.	چون به عشق آیم خجل باشم از آن
Гарчи тафсири забон равшангар аст,	گرچه تفسیر زبان روشنگرست
Лек ишқи безабон равшантар аст.	لیک عشق بی‌زبان روشنترست
Чун қалам андар навиштан мешитофт,	چون قلم اندر نوشتن می‌شتافت
Чун ба ишқ омад, қалам бар худ шикофт.	چون به عشق آمد قلم بر خود شکافت
Ақл дар шарҳаш чу хар дар гил бихуфт,	عقل در شرحش چو خر در گل بخفت
Шарҳи ишқу ошиқӣ ҳам ишқ гуфт.	شرح عشق و عاشقی هم عشق گفت
Офтоб омад далели офтоб,	آفتاب آمد دلیل آفتاب
Гар далелат бояд, аз вай рӯ матоб.	گر دلیلت باید از وی رو متاب
Аз вай ар соя нишоне медиҳад,	از وی ار سایه نشانی می‌دهد
Шамс ҳар дам нури ҷоне медиҳад.	شمس هر دم نور جانی می‌دهد
Соя хоб орад туро ҳамчун самар,	سایه، خواب آرد تو را همچون سمر
Чун барояд шамс, иншаққа-л-қамар.	چون برآید شمس انشق القمر
Худ ғарибе дар ҷаҳон чун Шамс нест,	خود غریبی در جهان چون شمس نیست
Шамси ҷон боқист, ӯро амс нест.	شمس جان باقیست کاو را امس نیست
Шамс дар хориҷ агарчи ҳаст фард,	شمس در خارج اگر چه هست فرد
Метавон ҳам мисли ӯ тасвир кард.	می‌توان هم مثل او تصویر کرد
Набвадаш дар зеҳну дар хориҷ назир.	نبودش در ذهن و در خارج نظیر
Дар тасаввур зоти ӯро гунҷ ку?	در تصور ذات او را گُنج کو؟
То дарояд дар тасаввур мисли ӯ.	تا درآید در تصور مثل او
Чун ҳадиси рӯйи Шамсуддин расид,	چون حدیث روی شمس‌الدین رسید
Шамси чорум осмон сар даркашид.	شمس چارم‌آسمان سر در کشید
Воҷиб ояд, чунки омад номи ӯ,	واجب آید چونکه آمد نام او
Шарҳ кардан рамзе аз инъоми ӯ.	شرح کردن رمزی از انعام او
Ин нафас, ҷон доманам бартофтаст,	این نفس جان دامنم برتافته‌ست
Бӯйи пероҳони Юсуф ёфтаст,	بوی پیراهان یوسف یافته‌ست
К-аз барои ҳаққи сӯҳбат солҳо	کز برای حقِ صحبت سال‌ها
Бозгӯ ҳоле аз он хушҳолҳо,	بازگو حالی از آن خوش حال‌ها
То замину осмон хандон шавад,	تا زمین و آسمان خندان شود
Ақлу рӯҳу дида садчандон шавад.	عقل و روح و دیده صدچندان شود
«Ло тукаллифни фаинни фи-л-фано,	لاتکلفنی فانی فی الفنا
Каллат афҳоми фало уҳси сано.	کلت افهامی فلا احصی ثنا
Куллу шайъин қолаҳу ғайру-л-муфиқ»,	کل شیء قاله غیرالمفیق
Ин такаллаф ав тасаллаф, «ло йалиқ».	ان تکلف او تصلف لا یلیق
Ман чӣ гӯям – як рагам ҳушёр нест	من چه گویم یک رگم هشیار نیست
Шарҳи он ёре, ки ӯро ёр нест.	شرح آن یاری که او را یار نیست
Шарҳи ин ҳиҷрону ин хуни ҷигар	شرح این هجران و این خون جگر
Ин замон бигзор то вақти дигар.	این زمان بگذار تا وقت دگر
Қола: «Атъимни фаинни ҷоеъун	قال اطعمنی فانی جائع
В-аътаҷил фа-л-вақту сайфун қотеъун».	واعتجل فالوقت سیف قاطع
Сӯфӣ ибну-л-вақт бошад, эй рафиқ!	صوفی ابن‌الوقت باشد ای رفیق
Нест фардо гуфтан аз шарти тариқ.	نیست فردا گفتن از شرط طریق
Ту магар худ марди сӯфӣ нестӣ?	تو مگر خود مرد صوفی نیستی؟
Ҳастро аз нася хезад нестӣ.	هست را از نسیه خیزد نیستی
Гуфтамаш: «Пӯшида хуштар сирри ёр,	گفتمش پوشیده خوش‌تر سِرِّ یار
Худ ту дар зимни ҳикоят гӯш дор.	خود تو در ضمن حکایت گوش‌ دار
Хуштар он бошад, ки сирри дилбарон	خوش‌تر آن باشد که سرّ دلبران
Гуфта ояд дар ҳадиси дигарон».	گفته آید در حدیث دیگران
Парда бардору бараҳна гӯ, ки ман,	پرده بردار و برهنه گو که من
Менахусбам бо санам бо пераҳан».	می‌نخسپم با صنم با پیرهن
Гуфтам: «Ар урён шавад ӯ дар аён,	گفتم ار عریان شود او در عیان
На ту монӣ, на канорат, на миён.	نه تو مانی نه کنارت نه میان
Орзу мехоҳ, лек андоза хоҳ,	آرزو می‌خواه، لیک اندازه خواه
Барнатобад кӯҳро як барги коҳ.	برنتابد کوه را یک برگ کاه
Офтобе, к-аз вай ин олам фурӯхт,	آفتابی کز وی این عالم فروخت
Андаке гар пеш ояд, ҷумла сӯхт.	اندکی گر پیش آید جمله سوخت
Фитнаву ошӯбу хунрезӣ маҷӯй,	فتنه و آشوب و خون‌ریزی مجوی
Беш аз ин аз Шамси Табрезӣ магӯй.	بیش ازین از شمس تبریزی مگوی
Ин надорад охир, аз оғоз гӯй,	این ندارد آخر، از آغاز گوی
Рав, тамоми ин ҳикоят бозгӯй».	رو تمام این حکایت بازگوی
Гуфт: «Эй шаҳ, хилвате кун хонаро,	گفت ای شه خلوتی کن خانه را
Дур кун ҳам хешу ҳам бегонаро.	دور کن هم خویش و هم بیگانه را
Кас надорад гӯш дар даҳлезҳо,	کس ندارد گوش در دهلیزها
То бипурсам з-ин канизак чизҳо.	تا بپرسم زین کنیزک چیزها
Хона холӣ монду як дайёр на,	خانه خالی مانْد و یک دَیّار نَه
Ҷуз табибу ҷуз ҳамон бемор на.	جز طبیب و جز همان بیمار نه
Нарм-нармак гуфт: «Шаҳри ту куҷост?	نرم‌نرمک گفت شهر تو کجاست؟
Ки илоҷи аҳли ҳар шаҳре ҷудост.	که علاج اهل هر شهری جداست
В-андар он шаҳр аз қаробат кистат?	واندر آن شهر از قرابت کیستت؟
Хешиву пайвастагӣ бо чистат?»	خویشی و پیوستگی با چیستت؟
Даст бар набзаш ниҳоду як ба як	دست بر نبضش نهاد و یک‌به‌یک
Бозмепурсид аз ҷаври фалак.	باز می‌پرسید از جور فلک
Чун касеро хор дар пояш ҷаҳад,	چون کسی را خار در پایش جهد
Пойи худро бар сари зону ниҳад.	پای خود را بر سر زانو نهد
В-аз сари сӯзан ҳамеҷӯяд сараш	وز سر سوزن همی جوید سرش
В-ар наёбад, мекунад бо лаб тараш.	ور نیابد، می‌کند با لب ترش
Хор дар по шуд чунин душворёб,	خار در پا شد چنین دشواریاب
Хор дар дил чун бувад? Водеҳ ҷавоб.	خار در دل چون بود؟ وادِه جواب
Хори дилро гар бидидӣ ҳар хасе,	خار در دل گر بدیدی هر خسی
Даст кай будӣ ғамонро бар касе?	دستْ کِی بودی غمان را بر کسی؟
Кас ба зери думми хар хоре ниҳад,	کس به زیر دمِّ خر خاری نهد
Хар надонад дафъи он, бармеҷаҳад.	خر نداند دفع آن، برمی‌جهد
Барҷаҳад в-он хор мӯҳкамтар занад,	برجهد، وان خار محکم‌تر زند
Оқиле бояд, ки хоре барканад.	عاقلی باید که خاری برکند
Хар зи баҳри дафъи хор, аз сӯзу дард,	خر ز بهر دفع خار از سوز و درد
Ҷуфта меандохт, сад ҷо захм кард.	جفته می‌انداخت، صد جا زخم کرد
Он ҳакими хорчин устод буд,	آن حکیمِ خارچینْ استاد بود
Даст мезад, ҷо ба ҷо меозмуд.	دست می‌زد جابجا می‌آزمود
З-он канизак бар тариқи достон	زان کنیزک بر طریق داستان
Бозмепурсид ҳоли дӯстон.	باز می‌پرسید حال دوستان
Бо ҳаким ӯ қиссаҳо мегуфт фош	با حکیمْ او قصه‌ها می‌گفت فاش
Аз мақому хоҷагону шаҳру бош.	از مُقام و خواجگان و شهر و باش
Сӯйи қисса гуфтанаш медошт гӯш,	سوی قصه گفتنش می‌داشت گوش
Сӯйи набзу ҷастанаш медошт ҳуш.	سوی نبض و جَستنش می‌داشت هوش
То ки набз аз ном кай гардад ҷаҳон,	تا که نبض از نام کی گردد جَهان
ӯ бувад мақсуди ҷонаш дар ҷаҳон.	او بود مقصود جانش در جهان
Дӯстони шаҳри ӯро баршумурд,	دوستان و شهر او را برشمرد
Баъд аз он шаҳре дигарро ном бурд.	بعد از آن شهری دگر را نام برد
Гуфт: «Чун берун шудӣ аз шаҳри хеш,	گفت چون بیرون شدی از شهر خویش
Дар кадомин шаҳр будастӣ ту беш?»	در کدامین شهر بودستی تو بیش؟
Номи шаҳре гуфту з-он ҳам даргузашт,	نام شهری گفت و زان هم درگذشت
Ранги рӯю набзи ӯ дигар нагашт.	رنگ روی و نبض او دیگر نگشت
Хоҷагону шаҳрҳоро як ба як	خواجگان و شهرها را یَک‌به‌یَک
Бозгуфт, аз ҷою аз нону намак.	باز گفت از جای و از نان و نمک
Шаҳр шаҳру хона хона қисса кард,	شهر شهر و خانه خانه قصه کرد
На рагаш ҷунбиду на рух гашт зард.	نه رگش جنبید و نه رخ گشت زرد
Набзи ӯ бар ҳоли худ буд бегазанд,	نبض او بر حال خود بُد بی‌گزند
То бипурсид аз Самарқанди чу қанд.	تا بپرسید از سمرقند چو قند
Набз ҷасту рӯй сурху зард шуд,	نبضْ جست و رویْ سرخ و زرد شد
К-аз самарқандии заргар фард шуд.	کز سمرقندیِّ زرگر فرد شد
Чун зи ранҷур он ҳаким ин роз ёфт,	چون ز رنجور آن حکیم این راز یافت
Асли он дарду балоро бозёфт.	اصل آن درد و بلا را باز یافت
Гуфт: «Кӯйи ӯ кадом аст дар гузар?»	گفت کوی او کدام است در گُذَر
