Як ҳайъати давлатӣ аз моҳҳо ба ин сӯ, машғули таҳқиқ ва баррасӣ дар маҳалле наздик ба Пуличархӣ, дар ҳошияи шарқии шаҳри Кобул буданд, ки эҳтимоли дафни аҷсоди хонаводаи раиси ҷумҳури пешин дар он мерафт.	یک هیات دولتی از ماهها به این سو، مشغول تحقیق و بررسی در محلی نزدیک به پلچرخی، در حاشیه شرقی شهر کابل بودند که احتمال دفن اجساد خانواده رییس جمهور پیشین در آن می رفت.
Аммо дар мавриди мавҷудияти ҷасади Довудхон дар миёни ин аҷсод пеш аз ин шакку тардидҳое вуҷуд дошт.	اما در مورد موجودیت جسد داوود خان در میان این اجساد، پیش از این شک و تردیدهای وجود داشت.
Дуктур Аҳмад Фарид Ройид, мушовири расонаҳои вазорати сиҳҳати Афғонистон мегӯяд, бо таваҷҷӯҳ ба мадорик ва шавоҳиде, ки ба даст овардаанд, сад дар сад итминон доранд, ки ҷасади Муҳаммад Довудхонро шиносоӣ кардаанд.	دکتر احمد فرید رایید، مشاور رسانه های وزارت صحت افغانستان می گوید، با توجه به مدارک و شواهدی که بدست آورده اند، صد درصد اطمینان دارند که جسد محمد داوود خان را شناسایی کرده اند.
Сардор Муҳаммад Довудхон писарамуи Муҳаммад Зоҳир, охирин подшоҳи Афғонистон буд.	سردار محمد داوود خان پسر عموی محمد ظاهر، آخرین پادشاه افغانستان بود.
Вай аз соли 1953 то 1963 симмати нахуствазириро бар ӯҳда дошт ва аз ӯ ба унвони омили аслии чархиши нисбии сиёсати хориҷии Афғонистон  ба сӯйи Иттиҳоди Шӯравӣ ёд мешавад.	وی از سال 1953 تا 1963 سمت نخست وزیری را برعهده داشت و از او به عنوان عامل اصلی چرخش نسبی سیاست خارجی افغانستان به سوی اتحاد شوروی یاد می شود.
Дар соли 1973 подшоҳи Афғонистон дар як кудетои бидуни хунрезӣ ба раҳбарии Муҳаммад Довудхон барканор ва дар ин кишвар низоми ҷумҳурӣ эълом шуд.	در سال 1973، پادشاه افغانستان در یک کودتای بدون خونریزی به رهبری محمد داوودخان برکنار و در این کشور نظام جمهوری اعلام شد.
Тарафдорони Довудхон аз ӯ, ки панҷ сол ҳокимиятро дар Афғонистон дар даст дошт, бу унвони омили як ришта ислоҳоти иҷтимоъӣ дар Афғонистон ёд мекунанд.	طرفداران داوودخان از او که پنج سال حاکمیت را در افغانستان در دست داشت، به عنوان عامل یک رشته اصلاحات اجتماعی در افغانستان یاد می کنند.
Муҳаммад Довудхон дар кудетои кумунистҳо дар соли 1357-и хершедӣ, мавсум ба инқилоби савр, аз кор барканор ва ҳамроҳи ҷамъе аз хешовандони худ кушта шуд, аммо то кунун маҳалли дафни ӯ маълум набуд.	محمد داوودخان در کودتای کمونیست ها در سال 1357 خورشیدی - موسوم به انقلاب ثور - از کار برکنار و  همراه جمعی از خویشاوندان خود کشته شد اما تا کنون محل دفن او معلوم نبود.
Шиносоии ҷасади	شناسایی جسد
Ҷурҷ Буш, раиси ҷумҳури Омрико , барномаи атумии Эронро ҳамчунон хатаре барои сулҳ дониста ва таъкид кардааст, ки Омрико ба Эрон иҷоза нахоҳад дод ба силоҳи атумӣ даст ёбад.	جورج بوش، رئیس جمهوری آمریکا، برنامه اتمی ایران را همچنان خطری برای صلح دانسته و تاکید کرده است که آمریکا به ایران اجازه نخواهد داد به سلاح اتمی دست یابد.
Давлати Эрон борҳо таъкид кардааст, ки дар садади дастёбӣ ба силоҳи ҳастаӣ нест.	دولت ایران بارها تاکید کرده است که درصدد دستیابی به سلاح هسته ای نیست.
Ӯ ба бастаҳои пешниҳодҳои сиёсӣ-иқтисодии гурӯҳи панҷ ба иловаи як ишора кард ва гуфт, ки Эрон ин бастаҳоро напазируфтааст.	او به بسته های پیشنهادهایی سیاسی- اقتصادی گروه پنج به علاوه یک اشاره کرد و گفت که ایران این بسته ها را نپذیرفته است.
Иттиҳодияи Урупо ду бастаи пешниҳодӣ барои ҳалли масъалаи ҳастаӣ ба Эрон ироа карда, аммо Эрон то кунун ҷавобе қатъӣ ба ин бастаҳо надодааст.	اتحادیه اروپا دو بسته پیشنهادی برای حل مسئله هسته ای به ایران ارائه کرده، اما ایران تاکنون جوابی قطعی به این بسته ها نداده است.
Раиси ҷумҳури Омрико таъкид кард, ба манзури таъмини амнияти Омрико ва сулҳи ҷаҳон, Омрико иҷоза нахоҳад дод то Эрон силоҳи атумӣ тавлид кунад.	رئیس جمهوری آمریکا تاکید کرد به منظور تامین امنیت آمریکا و صلح جهان، آمریکا اجازه نخواهد داد تا ایران سلاح اتمی تولید کند.
Эрон борҳо ин иттиҳомҳои давлати Омрикоро беасос донистааст.	ایران بارها این اتهام های دولت آمریکا را بی اساس دانسته است.
Бахши муҳими нутқи рӯзи ҷумъаи оқои Буш дар бораи дастовардҳои давлаташ дар минтақаи Ховари Миёна буд.	بخش مهم نطق روز جمعه آقای بوش درباره دستاوردهای دولتش در منطقه خاورمیانه بود.
Ӯ таъкид кард, ки ҳеҷ минтақае дар дунё ба андозаи Ховари Миёна барои амнияти Омрико муҳим нест.	او تاکید کرد که هیچ منطقه ای در دنیا به اندازه خاورمیانه برای امنیت آمریکا مهم نیست.
Ҷурҷ Буш гуфт, ки дар даврони раёсати ҷумҳурии вай, Ироқ ба муттаҳиди Омрико ва як демукросӣ табдил шуда ва Либӣ барномаи ҳастаиашро канор гузоштааст.	جورج بوش گفت که در دوران ریاست جمهوری وی، عراق به متحد آمریکا و یک دموکراسی تبدیل شده و لیبی برنامه هسته ای اش را کنار گذاشته است.
Ҷурҷ Буш ҳамчунин аз тасмими худ барои сарнагун кардани ҳукумати Саддом Ҳусейн, раҳбари собиқи Ироқ дифоъ кард.	جورج بوش همچنین از تصمیم خود برای سرنگون کردن حکومت صدام حسین، رهبر سابق عراق، دفاع کرد.
Ӯ гуфт, ки сарнагунии Саддом Ҳусейн муҳосиботи атумии Эронро тағйир дод.	او گفت که سرنگونی صدام حسین محاسبات اتمی ایران را تغییر داد.
Ба гуфтаи вай, давлати Эрон ҳамакнун беш аз ҳамеша таҳти фишорҳои байналмилалӣ қарор гирифтааст.	به گفته وی دولت ایران هم اکنون، بیش از همیشه تحت فشارهای بین المللی قرار گرفته است.
Мунтақидони Ҷурҷ Буш дар Омрико бо ишора ба густариши сареъи барномаи ғанисозии Эрон дар чанд соли гузашта, сиёсати ӯ дар баробари Эронро шикастхӯрда медонанд.	منتقدان جورج بوش در آمریکا با اشاره به گسترش سریع برنامه غنی سازی ایران در چند سال گذشته، سیاست او در برابر ایران را شکست خورده می دانند.
Буш: Эрон ҳанӯз таҳдиде барои сулҳ аст	بوش : ایران هنوز تهدیدی برای صلح است
Аз он замон то кунун ҳеҷ хабаре дар мавриди сарнавишти ин шаҳрванди фаронсавӣ мунташир нашуда буд, аммо нерӯҳои амниятӣ зарфи як моҳи гузашта, чандин хиёбони машкукро дар шаҳри Кобул таҳти муроқибат доштанд.	از آن زمان تا کنون هیچ خبری در مورد سرنوشت این شهروند فرانسوی منتشر نشده بود اما نیروهای امنیتی ظرف یک ماه گذشته، چندین خیابان مشکوک را در شهر کابل تحت مراقبت داشتند.
Вазорати дохилаи Афғонистон дар мавриди чигунагии раҳоии ин шаҳрванди фаронсавӣ ҷузъиёте мунташир накардааст.	وزارت داخله افغانستان در مورد چگونگی رهایی این شهروند فرانسوی جزییاتی منتشر نکرده است.
Аммо вазорати хориҷаи Фаронса  мегӯяд барои раҳоии оқои Эгритиу бо мақомоти афғон ҳамкории наздик доштааст.	اما وزارت خارجه فرانسه می گوید برای رهایی آقای اگریتیو، با مقامات افغان همکاری نزدیک داشته است.
Пештар аз он низ як имдодгари бритониёӣ дар шаҳри Кобул дар асари тирандозии мардони мусаллаҳ ба қатл расид.	پیشتر از آن نیز، یک امدادگر بریتانیایی در شهر کابل در اثر تیراندازی مردان مسلح به قتل رسید.
Зарфи панҷ соли ахир мавориди бисёре аз гаравгонгирии шаҳрвандони хориҷӣ дар Афғонистон иттифоқ афтодааст.	ظرف پنج سال اخیر، موارد بسیاری از گروگانگیری شهروندان خارجی در افغانستان اتفاق افتاده است.
Пулис зарфи як моҳи гузашта бар чандин хиёбони машкук дар Кобул назорат дошт	پلیس ظرف یک ماه گذشته بر چندین خیابان مشکوک در کابل نظارت داشت
Гаравгони фаронсавӣ дар Кобул озод шуд	گروگان فرانسوی در کابل آزاد شد
"Абдулризо Тоҷик аз конуни мудофеъони ҳуқуқи башар, ки хонум Ибодӣ аз муассисони он аст, ба хабаргузории ""Руйтер"" гуфт, ки тазоҳуркунандагон донишҷӯёни басиҷӣ буданд ва афзуд онҳо тоблуи дафтари ваколати хонум Ибодиро пойин кашида ва лагадмол карданд."	عبدالرضا تاجیک از کانون مدافعان حقوق بشر که خانم عبادی از موسسان آن است به خبرگزاری رویتر گفت که تظاهرکنندگان دانشجویان بسیجی بودند و افزود آنها تابلوی دفتر وکالت خانم عبادی را پایین کشیده و لگدمال کردند.
"Хонум Ибодӣ, ки барандаи ҷоизаи Сулҳи Нубели соли 2003 аст, низ дар гуфтугӯ бо хабаргузории Фаронса гуфт тазоҳуркунандагон шиъор медоданд ""Омрико ва Исроил ҷиноят мекунанд, Ибодӣ ҳимоят мекунад""."	"خانم عبادی که برنده جایزه صلح نوبل سال 2003 است نیز در گفتگو با خبرگزاری فرانسه گفت تظاهرکنندگان شعار می دادند ""آمریکا و اسرائیل جنایت می کنند، عبادی حمایت می کند."""
"Аммо хонум Ибодӣ дар гуфтугӯ бо хабаргузории Фаронса ин ҳодисаро як ""ҳамла"" тавсиф кард ва гуфт ""иртиботе бо он чи дар Ғазза мегузарад надоштааст, зеро мо ду рӯз қабл баёнияе дар маҳкумияти он чи дар он ҷо мегузарад, содир ва аз фаластиниҳо ҳимоят кардем."""	"اما خانم عبادی در گفتگو با خبرگزاری فرانسه این حادثه را یک ""حمله"" توصیف کرد و گفت ""ارتباطی با آنچه در غزه می گذرد نداشته است زیرا ما دو روز قبل بیانیه ای در محکومیت آنچه در آنجا می گذرد صادر و از فلسطینی ها حمایت کردیم."""
Мақомҳои Ҷумҳурии Исломӣ гуфтаанд, ки ин дафтарро ба далели надоштани муҷаввизи фаъолият аз вазорати кишвар, бастаанд, бо ин ҳол Ширин Ибодӣ гуфт, ки давлат то кунун ба тақозои ин ниҳод барои касби муҷаввиз тартиби асар надодааст.	مقام های جمهوری اسلامی گفته اند که این دفتر را به دلیل نداشتن مجوز فعالیت از وزارت کشور بسته اند با این حال شیرین عبادی گفت که دولت تاکنون به تقاضای این نهاد برای کسب مجوز ترتیب اثر نداده است.
Хонум Ибодӣ  борҳо аз корномаи ҳуқуқи башари давлати Эрон интиқод кардааст, аз ҷумла ба он чи шумори физояндаи зиндониёни сиёсӣ дар ин кишвар медонад ва болотарин нархи саронаи эъдом дар ҷаҳон тайи соли гузашта дар Эрон ба шумор меравад, ишора кардааст.	خانم عبادی بارها از کارنامه حقوق بشر دولت ایران انتقاد کرده است، از جمله به آنچه شمار فزاینده زندانیان سیاسی در این کشور می داند و بالاترین نرخ سرانه اعدام در جهان طی سال گذشته در ایران به شمار می رود، اشاره کرده است.
Хонум Ибодӣ, ки дар соли 2003 ба поси талошҳояш дар ҷиҳати пешбурди демукросӣ ва ҳуқуқи башар барандаи ҷоизаи Сулҳи Нубел шуд, дар чанд маврид аз сӯйи афроди ношинос дар иртибот бо фаъолиятҳояш таҳдид ба  марг шудааст.	خانم عبادی که در سال 2003 به پاس تلاش هایش در جهت پیشبرد دموکراسی و حقوق بشر برنده جایزه صلح نوبل شد، در چند مورد از سوی افراد ناشناس در ارتباط با فعالیت هایش تهدید به مرگ شده است.
Дар рухдоде нодир зане дар Колифурниёи Омрико ҳаштқулу зоидааст.	در رخدادی نادر زنی در کالیفرنیای آمریکا هشت قلو زائیده است.
Шаш фарзанд писар ва ду духтари ин зан ба василаи амали сезориян дар бемористоне дар Лус Анҷелос ба дунё омаданд.	شش فرزند پسر و دو دختر این زن به وسیله عمل سزارین در بیمارستانی در لس آنجلس به دنیا آمدند.
Вазни навзодони ин зан ҳангоми таваллуд байни 820 грам то яку ним килуграм буд.	وزن نوزدان این زن هنگام تولد بین 820 گرم تا یک و نیم کیلوگرم بود.
Аввалин ҳаштқулуҳои сабтшуда дар соли 1998 дар Ҳюстуни Текзос ба дунё омаданд.	اولین هشت قلوهای ثبت شده در سال 1998 در هیوستون تگزاس به دنیا آمدند.
Нкем Чукву, модари ҳаштқулуҳои текзосӣ, ки худ аҳли Ниҷерия аст, дар вокуниш ба таваллуди ҳаштқулуҳои ҷадид гуфт, ки волидайни онҳо зиндагии шулуғеро дар пеши рӯ доранд.	نکم چوکوو، مادر هشت قلوهای تگزاسی که خود اهل نیجریه است، در واکنش به تولد هشت قلوهای جدید گفت که والدین آنها زندگی شلوغی را در پیش رو دارند.
Хонум Чукву хитоб ба онҳо гуфт:	خانم چوکوو خطاب به آنها گفت:
Фақат лаззат бибаред.	فقط لذت ببرید.
Ӯ гуфт барои волидайни ҳаштқулуҳои ҷадид дуъо хоҳад кард.	او گفت برای والدین هشت قلوهای جدید دعا خواهد کرد.
Модари ҳаштқулуҳои текзоси мегӯяд барои волидайни ҳаштқулуҳои ҷадид дуъо мекунад	مادر هشت قلوهای تگزاسی می گوید برای والدین هشت قلوهای جدید دعا می کند
Модаре дар Омрико ҳаштқулу зоид	مادری در آمریکا هشت قلو زائید
Маҳбубаи панҷоҳсола чаҳор писар дорад, аммо ҳамеша як духтар мехостааст.	محبوبه پنجاه ساله چهار پسر دارد اما همیشه یک دختر می خواسته است.
Ин зан ба ман гуфт, ки панҷ бача дорад ва қудрати молӣ надорад, ки як фарзанди дигарро бузург кунад.	این زن به من گفت که پنج بچه دارد و قدرت مالی ندارد که یک فرزند دیگر را بزرگ کند.
Ман ҳам ба ӯ барои харидани навзодаш сад дулор додам.	من هم به او برای خریدن نوزادش صد دلار دادم.
Маҳбуба ин муъомиларо 10 сол пеш анҷом дод, аммо хариду фурӯши кӯдак ҳанӯз ҳам дар Тоҷикистон умумият дорад ва тамоми хариду фурӯшҳо дар бахши зоймони бемористонҳо рух медиҳад.	محبوبه این معامله را 10 سال پیش انجام داد اما خرید و فروش کودک هنوز هم در تاجیکستان عمومیت دارد و تمام خرید و فروش ها در بخش زایمان بیمارستان ها رخ می دهد.
"Ӯ гуфт: ""Кодри пизишкӣ фақат мехостанд, ки кумак карда бошанд."""	"او گفت: ""کادر پزشکی فقط می خواستند که کمک کرده باشند."""
Аммо дар Тоҷикистон ин гуна ниятҳои хуб мумкин аст то ҳашт сол зиндон дар пай дошта бошад.	اما در تاجیکستان این گونه نیت های خوب ممکن است تا هشت سال زندان در پی داشته باشد.
Додгоҳ онҳоро ба ду сол ҳабси таълиқӣ маҳкум кардааст.	دادگاه آنها را به دو سال حبس تعلیقی محکوم کرده است.
Ин ду нафар наздики панҷоҳ сол  синн доранд ва бист сол дар як зоишгоҳ кор кардаанд.	این دو نفر نزدیک پنجاه سال سن دارند و بیست سال در یک زایشگاه کار کرده اند.
Яке аз онҳо бо чашмоне гирён гуфт:	یکی از آنها با چشمانی گریان گفت:
Ба ман пул доданд, аммо ман аз онҳо пул нахоста будам.	به من پول دادند اما من از آنها پول نخواسته بودم.
Дар ҷомеъаи муҳофизакори Тоҷикистон бачаи номашруъ боъиси беобрӯ шудани хонаводаҳо мешавад.	در جامعه محافظه کار تاجیکستان بچه نامشروع باعث بی آبرو شدن خانواده ها می شود.
Бархе аз ин модарҳо қодир нестанд ҳазинаи фарзанде бештарро пардохт кунанд.	برخی از این مادرها قادر نیستند هزینه فرزندی بیشتر را پرداخت کنند.
Муҳаббат Пирназарова, ки раёсати маркази ҷомеъаи маданӣ дар Тоҷикистонро бар ӯҳда дорад, мегӯяд:	محبت پیرنزروا، که ریاست مرکز جامعه مدنی در تاجیکستان را برعهده دارد، می گوید:
Додан ва гирифтани пул бобати кӯдак амре табиъӣ дар Тоҷикистон аст.	دادن و گرفتن پول بابت کودک امری طبیعی در تاجیکستان است.
Ин ҷомеъа роҳи чандоне барои бархе аз модарҳо намегузорад.	این جامعه راه چندانی برای برخی از مادرها نمی گذارد.
Онҳое, ки ба таври номашруъ бордор шудаанд бо фишорҳои иҷтимоъии зиёде мувоҷеҳанд.	آنهایی که به طور نامشروع باردار شده اند با فشارهای اجتماعی زیادی مواجهند.
Дар кишваре, ки қабул кардани сарпарастии бача печида ва душвор аст завҷҳои бидуни фарзанд барои доштани кӯдак даст ба ҳар коре мезананд	در کشوری که قبول کردن سرپرستی بچه پیچیده و دشوار است زوج های بدون فرزند برای داشتن کودک دست به هر کاری می زنند.
Масъулияти нигаҳдории навзодоне, ки дар зоишгоҳҳо раҳо мешаванд, бар ӯҳдаи кодри пизишкӣ аст	مسئولیت نگهداری نوزادانی که در زایشگاه رها می شوند بر عهده کادر پزشکی است
"""Ба ман пул доданд, аммо ман нахоста будам"""	'به من پول دادند اما من نخواسته بودم ...'
Занони тоҷике, ки навзод хариду фурӯш мекунад	زنان تاجیکی که نوزاد خرید و فروش می‌کنند
Саид Сиём, аз раҳбарони баландпояи Ҳамос дар асари ҳамлаи ҳавоии Исройил дар Ғазза кушта шудааст.	سعید صیام، از رهبران بلند پایه حماس در اثر حمله هوایی اسراییل در غزه کشته شده است.
Оқои Сиём садҳо  нафар аз маъмурони амниятии Ҳамос дар Ғаззаро таҳти кунтрул дошт.	آقای صیام صدها نفر از ماموران امنیتی حماس در غزه را تحت کنترل داشت.
Бар асоси гузоришҳо, писар ва бародари оқои Сиём ва низ ду нафари дигар аз аъзои Ҳамос низ дар асари ин ҳамла кушта шудаанд.	بر اساس گزارشها پسر و برادر آقای صیام و نیز دو نفر دیگر از اعضای حماس نیز در اثر این حمله کشته شده اند.
"Оқои Сиём дар соли 2004 ва пас аз кушта шудани шайх Ёсин ва Абдулазиз Рантисӣ ба узвияти ""гурӯҳи раҳбари""-и Ҳамос даромад."	"آقای صیام در سال 2004 و پس از کشته شدن شیخ یاسین و  عبدالعزیز رنتیسی به عضویت ""گروه رهبری"" حماس در آمد."
Дабири кулли Созмони Милал гулулаборони як сохтмони ожонси имдодрасонии ин созмон дар Ғаззаро маҳкум кардааст.	دبیرکل سازمان ملل گلوله باران یک ساختمان آژانس امدادرسانی این سازمان در غزه را محکوم کرده است.
Ожонси имдодрасонии Созмони Милал пас аз як вақфаи кӯтоҳ дар ҳафтаи гузашта, амалиёти тавзеъи маводди асосӣ байни даҳҳо ҳазор тан аз аҳолии Навори Ғаззаро аз сар гирифт.	آژانس امدادرسانی سازمان ملل پس از یک وقفه کوتاه در هفته گذشته، عملیات توزیع مواد اساسی بین دهها هزار تن از اهالی نوار غزه را از سر گرفت.
Раиси ҷумҳури Эрон дар иқдоме камсобиқа бо мухотаб қарор додани мардуми Исройил аз онҳо хост дар бораи амалиёт дар Ғазза ба давлати Исройил эътироз кунанд.	رئیس جمهوری ایران در اقدامی کم سابقه با مخاطب قرار دادن مردم اسرائیل از آنها خواست در باره عملیات در غزه به دولت اسرائیل اعتراض کنند.
"Ба гузориши хабаргузории Ҷумҳурии Исломӣ, Маҳмуд Аҳмадинажод дар гуфтугӯе бо чанд шабакаи телевизиюнӣ, аз сокинони Исройил хост ба хиёбонҳо бирезанд ва ба сарбозони исройилӣ тавсия кард аз дастури фармондеҳони худ барои ""куштани занону кӯдакон"" сарпечӣ кунанд."	"به گزارش خبرگزاری جمهوری اسلامی، محمود احمدی نژاد در گفتگویی با چند شبکه تلویزیونی، از ساکنان اسرائیل خواست به خیابان ها بریزند و به سربازان اسرائیلی توصیه کرد از دستور فرماندهان خود برای ""کشتن زنان و کودکان"" سرپیچی کنند."
Оқои Аҳмадинажод гуфт:	آقای احمدی نژاد گفت:
Вақти он расида, ки фикр кунед ва аз ҳокимони режими саҳюнистӣ суол кунед, чаро бо мардуми Ғазза ин гуна рафтор мешавад?	وقت آن رسیده که فکر کنید و از حاکمان رژیم صهیونیستی سئوال کنید چرا با مردم غزه این گونه رفتار می شود؟
"Эрон, кишвари Исройилро ба расмият намешиносад ва мақомоти эронӣ сарзаминеро, ки давлати Исройил дар он ҳокимият дорад, ""Фаластини ишғолӣ"" меноманд."	"ایران، کشور اسرائیل را به رسمیت نمی شناسد و مقامات ایرانی سرزمینی را که دولت اسرائیل در آن حاکمیت دارد ""فلسطین اشغالی"" می نامند."
