Биноланду аз гардиши осмон,	بنالند و از گردش آسمان
Дар айёми адли ту, эй шаҳриёр,	در ایام عدل تو ای شهریار
Надорад шикоят кас аз рӯзгор...	ندارد شکایت کس از روزگار
Ҳам аз бахти фархундафарҷоми туст,	هم از بخت فرخنده فرجام توست
Ки таърихи Саъдӣ дар айёми туст,	که تاریخ سعدی در ایام توست
Ба роҳи такаллуф марав, Саъдиё!	به راه تکلف مرو سعدیا
Агар сидқ дорӣ, биёру биё!	اگر صدق داری بیار و بیا
Ту манзилшиносиву шаҳ роҳрав,	تو منزل شناسی و شه راهرو
Ту ҳакгӯю хисрав ҳақоиқшунав.	تو حقگوی و خسرو حقایق شنو
Магӯ: пои иззат бар афлок неҳ!	مگو پای عزت بر افلاک نه
Бигӯ: рӯи ихлос бар хок неҳ!..	بگو روی اخلاص بر خاک نه
Шунидам, ки дар вақти назъи равон,	شنیدم که در وقت نزع روان
Ба Ҳурмуз чунин гуфт Нӯшервон,	به هرمز چنین گفت نوشیروان
Ки: «Хотир нигаҳдори дарвеш бош!	که خاطر نگهدار درویش باش
На дар банди осоиши хеш бош!	نه در بند آسایش خویش باش
Бирав поси дарвеши мӯҳтоҷ дор,	برو پاس درویش محتاج دار
Ки шоҳ аз раият бувад тоҷдор!	که شاه از رعیت بود تاجدار
Раият чу беханду султон дарахт.	رعیت چو بیخند و سلطان درخت
Дарахт, эй писар, бошад аз бех сахт.	درخت، ای پسر، باشد از بیخ سخت
Макун то тавонӣ дили халқ реш!	مکن تا توانی دل خلق ریش
Агар мекунӣ, меканӣ бехи хеш.	وگر می‌کنی می‌کنی بیخ خویش
Агар ҷодае боядат мустақим	اگر جاده‌ای بایدت مستقیم
Раҳи порсоён умедасту бим.	ره پارسایان امید است و بیم
Табиат шавад мардро бихрадӣ,	طبیعت شود مرد را بخردی
Ба уммеди некиву бими бадӣ.	به امید نیکی و بیم بدی
Гар ин ҳар ду дар подшаҳ ёфтӣ,	گر این هر دو در پادشه یافتی
Дар иқлиму мулкаш панаҳ ёфтӣ.	در اقلیم و ملکش پنه یافتی
Агар пойбандӣ, ризо пеш гир!	اگر پای بندی رضا پیش گیر
Ва-гар яксаворӣ, сари хеш гир!	وگر یک سواری سر خویش گیر
Фарохӣ дар он марзу кишвар махоҳ,	فراخی در آن مرز و کشور مخواه
Ки дилтанг бинӣ раият зи шоҳ!..	که دلتنگ بینی رعیت ز شاه
Дигар кишвар обод бинад ба хоб,	دگر کشور آباد بیند به خواب
Ки дорад дили аҳли кишвар хароб.	که دارد دل اهل کشور خراب
Мурооти деҳқон кун аз баҳри хеш,	مراعات دهقان کن از بهر خویش
Ки муздури хушдил кунад кор беш.	که مزدور خوشدل کند کار بیش
Мурувват набошад бадӣ бо касе,	مروت نباشد بدی با کسی
Ки з-ӯ некӯӣ дида бошӣ басе.	کز او نیکویی دیده باشی بسی
Бар он бош то ҳар чи ният кунӣ,	بر آن باش تا هرچه نیت کنی
Назар дар салоҳи раият кунӣ!»	نظر در صلاح رعیت کنی
Гурезад раият зи бедодгар,	گریزد رعیت ز بیدادگر
Кунад номи зишташ ба гети самар.	کند نام زشتش به گیتی سمر
Чароғе, ки бевазане барфурӯхт,	چراغی که بیوه زنی برفروخت
Басе дида бошӣ, ки шаҳре бисӯхт.	بسی دیده باشی که شهری بسوخت
Аз он баҳравартар дар офоқ кист,	از آن بهره‌ورتر در آفاق کیست
Ки дар мулкронӣ ба инсоф зист?!..	که در ملکرانی به انصاف زیست
Чу навбат расад з-ин чаҳон ғурбаташ,	چو نوبت رسد زین جهان غربتش
Тараҳҳум фиристанд бар турбаташ.	ترحم فرستند بر تربتش
Бадандеши туст ону хунхори халк,	بد اندیش توست آن و خونخوار خلق
Ки нафъи ту ҷӯяд дар озори халқ.	که نفع تو جوید در آزار خلق
Раёсат ба дасти касоне хатост,	ریاست به دست کسانی خطاست
Ки аз дасташон дастҳо бар худост.	که از دستشان دستها برخداست
Ниҳад омили сифла бар халқ ранҷ,	نهد عامل سفله بر خلق رنج
Ки «тадбири мулкасту тавфири ганҷ».	که تدبیر ملک است و توفیر گنج
Макун сабр бар омили зулмдӯст,	مکن صبر بر عامل ظلم دوست
Ки аз фарбеҳӣ боядаш канд пӯст.	که از فربهی بایدش کند پوست
Сари гург бояд ҳам аввал бурид,	سر گرگ باید هم اول برید
На чун гӯсфандони мардум дарид...	نه چون گوسفندان مردم درید
Кай он ҷо дигар ҳушмандон раванд,	کی آن جا دگر هوشمندان روند
Чу овозаи расми бад бишнаванд...	چو آوازهٔ رسم بد بشنوند؟
Ғарибошно бошу сайёҳдӯст,	غریب آشنا باش و سیاح دوست
Ки сайёҳ ҷаллоби номи накӯст.	که سیاح جلاب نام نکوست
Накӯдор заифу мусофир азиз!	نکو دار ضیف و مسافر عزیز
В-аз осебашон пурҳазар бош низ!	وز آسیبشان بر حذر باش نیز
Қадимони худро бияфзой қадр,	قدیمان خود را بیفزای قدر
Ки ҳаргиз наёяд зи парварда ғадр!	که هرگز نیاید ز پرورده غدر
Чу базли ту кардам ҷавони хеш,	چو بذل تو کردم جوانی خویش
Ба ҳангоми пирӣ маронам зи пеш».	به هنگام پیری مرانم ز پیش
Ғарибе, ки пурфитна бошад сараш,	غریبی که پر فتنه باشد سرش
Маёзору берун кун аз кишвараш	میازار و بیرون کن از کشورش
Чу мушриф ду даст аз амонат бидошт,	چو مشرف دو دست از امانت بداشت
Бубояд бар ӯ нозире баргумошт.	بباید بر او ناظری بر گماشت
В-ар ӯ низ дарсохт бо хотираш,	ور او نیز در ساخت با خاطرش
Зи мушриф амал баркану нозираш...	ز مشرف عمل بر کن و ناظرش
Чу дуздон зи ҳам бок доранду бим,	چو دزدان ز هم باک دارند و بیم
Равад дар миён корвонӣ салим...	رود در میان کاروانی سلیم
Дуруштиву нармӣ ба ҳам дар беҳаст,	درشتی و نرمی به هم در به است
Чу рагзан, ки ҷарроҳу марҳамнеҳаст.	چو رگ‌زن که جراح و مرهم نه است
Ҳар он к-ӯ намонд аз пасаш ёдгор,	هر آن کاو نماند از پسش یادگار
Дарахти вуҷудаш наёвард бор.	درخت وجودش نیاورد بار
Ҳамин нақш бархон пас аз аҳди хеш,	همین نقش بر خوان پس از عهد خویش
Ки дидӣ пас аз аҳди шоҳони пеш.	که دیدی پس از عهد شاهان پیش
Ҳамин кому нозу тараб доштанд,	همین کام و ناز و طرب داشتند
Ба охир бирафтанду бигзоштанд.	به آخر برفتند و بگذاشتند
Яке номи некӯ бибурд аз ҷаҳон,	یکی نام نیکو ببرد از جهان
Яке расми бад монд аз ӯ ҷовидон.	یکی رسم بد ماند از او جاودان
Ба самъи ризо машнав изои кас!	به سمع رضا مشنو ایذای کس
В-агар гуфта ояд ба ғавраш бирас!	وگر گفته آید به غورش برس
Гунаҳгорро узри нисён бинеҳ!	گنهکار را عذر نسیان بنه
Чу зинҳор хоҳанд, зинҳор деҳ!	چو زنهار خواهند زنهار ده
Гар ояд гунаҳгоре андар паноҳ,	گر آید گنهکاری اندر پناه
На шартаст куштан ба аввал гуноҳ.	نه شرط است کشتن به اول گناه
Савобаст пеш аз кушиш банд кард,	صواب است پیش از کُشِش بند کرد
Ки натвон сари кушта пайванд кард.	که نتوان سر کشته پیوند کرد
Зи дарёи Уммон баромад касе,	ز دریای عمان برآمد کسی
Сафар карда ҳомуну дарё басе,	سفر کرده هامون و دریا بسی
Араб дидаву турку тоҷику Рум,	عرب دیده و ترک و تاجیک و روم
Зи ҳар ҷинс дар нафси покаш улум.	ز هر جنس در نفس پاکش علوم
Ба ҳайкал қавӣ чун тановар дарахт,	به هیکل قوی چون تناور درخت
Валекин фурӯ монда бебарг сахт...	ولیکن فرو مانده بی برگ سخت
Ба шаҳре даромад зи дарё канор,	به شهری در آمد ز دریا کنار
Бузурге дар он ноҳият шаҳриёр,	بزرگی در آن ناحیت شهریار
Ки табъи накӯномиандеш дошт,	که طبعی نکونامی اندیش داشت
Сари аҷз дар пои дарвеш дошт,	سر عجز در پای درویش داشت
Даромад ба айвони шоҳаншаҳӣ,	درآمد به ایوان شاهنشهی
Ки— «бахтат ҷавон боду давлат раҳӣ»!	که بختت جوان باد و دولت رهی
Нарафтам дар ин мамлакат манзиле,	نرفتم در این مملکت منزلی
К-аз осеб озурда дидам диле;	کز آسیب آزرده دیدم دلی
Надидам касе саргарон аз шароб,	ندیدم کسی سرگران از شراب
Магар ҳам харобот дидам хароб;	مگر هم خرابات دیدم خراب
Писанд омадаш ҳусни гуфтори мард,	پسند آمدش حسن گفتار مرد
Ба назди худаш хонду икром кард.	به نزد خودش خواند و اکرام کرد
Зараш доду гавҳар, ба шукри қудум,	زرش داد و گوهر به شکر قدوم
Бипурсидаш аз гавҳару зоду бум.	بپرسیدش از گوهر و زاد و بوم
Ба ақлаш бубояд нахуст озмуд,	به عقلش بباید نخست آزمود
Ба қадри ҳунар пойгоҳаш фузуд.	به قدر هنر پایگاهش فزود
Барад бар дил аз ҷаври ғам борҳо,	برد بر دل از جور غم بارها
Ки ноозмуда кунад корҳо...	که نا آزموده کند کارها
Назар кун, чу сӯфор дорӣ ба шаст,	نظر کن چو سوفار داری به شست
На онгаҳ, ки партоб кардӣ зи даст..,	نه آنگه که پرتاب کردی ز دست
Ба айём то бар наёяд басе,	به ایام تا بر نیاید بسی
Нашояд расидан ба ғаври касе...»	نشاید رسیدن به غور کسی
Зи ҳар навъ ахлоқи ӯ кашф кард,	ز هر نوع اخلاق او کشف کرد
Хирадманду покизадин буд мард.	خردمند و پاکیزه دین بود مرد
Накӯсираташ диду равшанқиёс,	نکو سیرتش دید و روشن قیاس
Сухансанҷу миқдори мардумшинос.	سخن سنج و مقدار مردم شناس
Даровард мулке ба зери қалам.	در آورد ملکی به زیر قلم
К-аз ӯ бар вуҷуде наёмад алам.	کز او بر وجودی نیامد الم
Забони ҳама ҳарфгирон бубаст,	زبان همه حرف گیران ببست
Ки ҳарфи бадаш бар наёмад зи даст...	که حرفی بدش بر نیامد ز دست
Зи равшандилаш мулк партав гирифт,	ز روشن دلش ملک پرتو گرفت
Вазири куҳанро ғами нав гирифт...	وزیر کهن را غم نو گرفت
«...Сафаркардагон лоуболӣ зиянд,	سفر کردگان لاابالی زیند
Ки парвардаи мулку давлат наянд.	که پروردهٔ ملک و دولت نیند
Нашояд чунин хирарои табоҳ,	نشاید چنین خیره روی تباه
Ки бадномӣ орад дар айвони шоҳ.	که بد نامی آرد در ایوان شاه
Магар неъмати шаҳ фаромӯш кунам,	مگر نعمت شه فرامش کنم
Ки бинам табоҳиву хомӯш кунам?	که بینم تباهی و خامش کنم
Ба пиндор натвон сухан гуфт зуд,	به پندار نتوان سخن گفت زود
Нагуфтам туро то яқинам набуд.	نگفتم تو را تا یقینم نبود
Ба нохубтар сурате шарҳ дод,	به ناخوب تر صورتی شرح داد
Ки бадмардро некрӯзӣ мабод!..	که بد مرد را نیکروزی مباد
Маликро чунон гарм кард ин хабар,	ملک را چنان گرم کرد این خبر
Ки ҷӯшаш баромад чу мирчал ба сар,	که جوشش برآمد چو مِرجَل به سر
Ғазаб даст дар хуни дарвеш дошт,	غضب دست در خون درویش داشت
Валекин сукун даст дар пеш дошт,	ولیکن سکون دست در پیش داشت
Ки: «Парварда куштан на мардӣ бувад	که پرورده کشتن نه مردی بود
Ситам дар паи дод сардӣ бувад...	ستم در پی داد، سردی بود
Аз ӯ то ҳунарҳо яқинат нашуд,	از او تا هنرها یقینت نشد
Дар айвони шоҳӣ каринат нашуд.	در ایوان شاهی قرینت نشد
Кунун то яқинат нагардад гуноҳ,	کنون تا یقینت نگردد گناه
Ба гуфтори душман газандаш махоҳ!»...	به گفتار دشمن گزندش مخواه
Чунин муртафеъ поя ҷои ту нест,	چنین مرتفع پایه جای تو نیست
Гуноҳ аз ман омад, хатои ту нест.	گناه از من آمد خطای تو نیست
Ҳасуде, ки бинад ба ҷои худам,	حسودی که بیند به جای خودم
Куҷо бар забон оварад ҷуз бадам?!..	کجا بر زبان آورد جز بدم
Маро то қиёмат нагирад ба дӯст,	مرا تا قیامت نگیرد به دوست
Чу бинад, ки дар иззи ман зилли ӯст.	چو بیند که در عز من ذل اوست
Бар инат бигӯям ҳадисе дуруст,	بر اینت بگویم حدیثی درست
Агар гӯш бо банда дорӣ нахуст.	اگر گوش با بنده داری نخست
Надонам куҷо дидаам дар китоб,	ندانم کجا دیده‌ام در کتاب
Ки иблисро дид шахсе ба хоб.	که ابلیس را دید شخصی به خواب
Фаро рафту гуфт: «Эй аҷаб ин тӯӣ?	فرا رفت و گفت: ای عجب، این تویی
Фаришта набошад бадин некӯӣ!	فرشته نباشد بدین نیکویی
Шунид ин сухан бахтбаргашта дев,	شنید این سخن بخت برگشته دیو
Ба зорӣ баровард бонгу ғирев,	به زاری برآورد بانگ و غریو
Вазире, ки чоҳи ман обаш бирехт,	وزیری که جاه من آبش بریخت
Ба фарсанг бояд зи макраш гурехт.	به فرسنگ باید ز مکرش گریخت
Валекин наяндешам аз хашми шоҳ,	ولیکن نیندیشم از خشم شاه
Диловар бувад дар сухан бегуноҳ.	دلاور بود در سخن، بی‌گناه
Агар мӯҳтасиб гирад онро ғамаст,	اگر محتسب گردد آن را غم است
Ки санги тарозуи бораш камаст.	که سنگ ترازوی بارش کم است
Чу ҳарфам барояд дуруст аз қалам,	چو حرفم برآید درست از قلم
Маро аз ҳама ҳарфгирон чӣ ғам?!»	مرا از همه حرف گیران چه غم؟
Ки муҷрим ба зарку забоноварӣ,	که مجرم به زرق و زبان آوری
Зи ҷурме, ки дорад нагардад барӣ,	ز جرمی که دارد نگردد بری
Бихандид марди сухангӯю гуфт:	بخندید مرد سخنگوی و گفت
«Ҳақаст ин сухан, ҳақ нашояд нуҳуфт,	حق است این سخن، حق نشاید نهفت
Набинӣ, ки дарвеши бедастгоҳ	نبینی که درویش بی دستگاه
Ба ҳасрат кунад дар тавонгар нигоҳ.	به حسرت کند در توانگر نگاه
Маро дастгоҳи ҷавонӣ бирафт,	مرا دستگاه جوانی برفت
Ба лаҳву лааб зиндагонӣ бирафт:	به لهو و لعب زندگانی برفت
Зи дидори инон надорам шикеб,	ز دیدار اینان ندارم شکیب
Ки сармоядорони ҳуснанду зеб.	که سرمایه داران حسنند و زیب
Маро ҳамчунин чеҳра гулфом буд.	مرا همچنین چهره گلفام بود
Булӯринам аз хубӣ андом буд.	بلورینم از خوبی اندام بود
Маро ҳамчунин ҷаъд шабранг буд;	مرا همچنین جعد شبرنگ بود
Қабо дар бар аз нозукӣ танг буд	قبا در بر از نازکی تنگ بود
Кунунам нигаҳ кун ба вақти сухан,	کنونم نگه کن به وقت سخن
Бияфтода як-як чу сури куҳан.	بیفتاده یک یک چو سور کهن
Чу донишвар ин дурри маънӣ бисуфт,	چو دانشور این در معنی بسفت
Бигуфт ин, к-аз ин беҳ маҳоласт гуфт.	بگفت این کز این به محال است گفت
Ба ақл ар на оҳистагӣ кардамӣ,	به عقل ار نه آهستگی کردمی
Ба гуфтори хасмаш биёзурдамӣ.	به گفتار خصمش بیازردمی
Ба тадбири дастури донишвараш,	به تدبیر دستور دانشورش
Ба некӣ бишуд ном дар кишвараш.	به نیکی بشد نام در کشورش
Ба адлу карам солҳо мулк ронд,	به عدل و کرم سالها ملک راند
Бирафту накӯномӣ аз вай бимонд	برفت و نکونامی از وی بماند
...Таҳаммул кунад ҳар киро ақл ҳаст,	تحمل کند هر که را عقل هست
На ақле, ки хашмаш кунад зердаст.	نه عقلی که خشمش کند زیردست
Худованди фармону рои шукӯҳ,	خداوند فرمان و رای و شکوه
Зи ғавғои мардум нагардад сутӯҳ,	ز غوغای مردم نگردد ستوه
Сари пурғурур аз таҳаммул тиҳӣ,	سر پر غرور از تحمل تهی
Ҳаромаш бувад тоҷи шоҳаншаҳӣ...	حرامش بود تاج شاهنشهی
...Танат зӯрмандасту лашкар гарон,	تنت زورمند است و لشکر گران
Валекин дар иқлими душман марон,	ولیکن در اقلیم دشمن مران
Басо номи некӯи панчоҳ сол,	بسا نام نیکوی پنجاه سال
Ки як номи зишташ кунад поймол.	که یک نام زشتش کند پایمال
Писандидакорони ҷовидном,	پسندیده کاران جاوید نام
Татовул накарданд бар моли ом...	تطاول نکردند بر مال عام
Бимурд аз тиҳидастӣ озодмард,	بمرد از تهیدستی آزاد مرد
Зи паҳлӯи мискин шикам пур накард.	ز پهلوی مسکین شکم پر نکرد
Шунидам, ки фармондеҳе додгар.	شنیدم که فرماندهی دادگر
Қабо доштӣ ҳар ду рӯ остар.	قبا داشتی هر دو روی آستر
Яке гуфташ: «Эй Хисрави некрӯз,	یکی گفتش ای خسرو نیکروز
Зи дебои чинӣ қабое бидӯз!»	ز دیبای چینی قبایی بدوز
Бигуфт «Ин қадар сатру осоишаст,	بگفت این قدر ستر و آسایش است
Ва з-ин бигзарӣ зебу ороишаст...	وز این بگذری زیب و آرایش است
Сипоҳе, ки хушдил набошад зи шоҳ,	سپاهی که خوشدل نباشد ز شاه
Надорад ҳудуди вилоят нигоҳ.	ندارد حدود ولایت نگاه
Чу душман хари рӯстоӣ барад,	چو دشمن خر روستایی برد
Малик боҷу даҳяк чаро мехӯрад?	ملک باج و دَه‌یک چرا می‌خورد؟
Мурувват набошад бар афтода зӯр,	مروت نباشد بر افتاده زور
Барад мурғи дун дона аз пеши мӯр.	برد مرغ دون دانه از پیش مور
Ба мардӣ, ки мулки саросар замин,	به مردی که ملک سراسرْ زمین
Наярзад, ки хуне чакад бар замин.	نیرزد که خونی چکد بر زمین
Шунидам, ки Ҷамшеди фаррухсиришт	شنیدم که جمشید فرخ‌سرشت
Ба сарчашмае бар ба санге навишт;	به سرچشمه‌ای بر به سنگی نوشت
«Бар ин чашма чун мо басе дам заданд,	بر این چشمه چون ما بسی دم زدند
Бирафтанд чун чашм барҳам заданд.	برفتند چون چشم بر هم زدند
Шунидам, ки Дорои фаррухтабор,	شنیدم که دارای فرخ تبار
Зи лашкар ҷудо монд рӯзи шикор.	ز لشکر جدا ماند روز شکار
Давон омадаш галлабоне ба пеш,	دوان آمدش گله‌بانی به پیش
Ба дил гуфт Дорои фархундакеш;	به دل گفت دارای فرخنده کیش
Магар душманаст ин ки омад ба ҷанг?	مگر دشمن است این که آمد به جنگ
Зи дураш бидӯзам ба тири хаданг»	ز دورش بدوزم به تیر خدنگ
Камони каёнӣ ба зеҳ рост кард,	کمان کیانی به زه راست کرد
Ба як дам вуҷудаш адам хост кард.	به یک دم وجودش عدم خواست کرد
Бигуфт; «Эй худованди Эрону Тур,	بگفت ای خداوند ایران و تور
Ки чашми бад аз рӯзгори ту дур!	که چشم بد از روزگار تو دور
Маликро дили рафта омад ба ҷой,	ملک را دل رفته آمد به جای
Бихандиду гуфт; «Эй накӯҳидарой!	بخندید و گفت: ای نکوهیده رای
Яке аз бузургони аҳли тамиз,	یکی از بزرگان اهل تمیز
Ҳикоят кунад з-ибни Абдулазиз	حکایت کند ز ابن عبدالعزیز
Қазоро даромад яке хушксол,	قضا را درآمد یکی خشک سال
Ки шуд бадри симои мардум ҳилол.	که شد بدر سیمای مردم هلال
Чу дар мардум орому қувват надид,	چو در مردم آرام و قوت ندید
Худ осуда будан мурувват надид.	خود آسوده بودن مروت ندید
Чу бинад касе заҳр дар коми халқ,	چو بیند کسی زهر در کام خلق
Каяш бигзарад оби нӯшин ба ҳалқ.	کیش بگذرد آب نوشین به حلق
Ба як ҳафта нақдаш ба тороҷ дод,	به یک هفته نقدش به تاراج داد
Ба дарвешу мискину мӯҳточ дод.	به درویش و مسکین و محتاج داد
Шунидам, ки мегуфту борони дамъ—	شنیدم که می‌گفت و باران دمع
Фурӯ медавидаш ба ораз чу шамъ,	فرو می‌دویدش به عارض چو شمع
Ба давронаш аз кас наёзурд кас,	به دورانش از کس نیازرد کس
Сабақ бурд агар худ ҳамин буду бас.	سبق برد اگر خود همین بود و بس
Чу мебугзарад ҷоҳу мулку сарир,	چو می‌بگذرد جاه و ملک و سریر
Набурд аз чаҳон давлат илло фақир»	نبرد از جهان دولت الا فقیر
Чу бишнид донои равшаннафас,	چو بشنید دانای روشن نفس
Ба тундӣ барошуфт, к-эй Тукла бас!	به تندی برآشفت کای تکله بس!
Ту бар тахти султонии хеш бош!	تو بر تخت سلطانی خویش باش
Ба ахлоқ покиза дарвеш бош!	به اخلاق پاکیزه درویش باش
Ба сидқу иродат миён баста дор!	به صدق و ارادت میان بسته‌دار
Зи томоту даъвӣ забон баста дор!..»	ز طامات و دعوی زبان بسته دار
Бузургон, ки нақди сафо доштанд,	بزرگان که نقد صفا داشتند
Чунин хирқа зери қабо доштанд.	چنین خرقه زیر قبا داشتند
Бузурге, к-аз ӯ номи некӯ намонд,	بزرگی کز او نام نیکو نماند
Тавон гуфт бо аҳли дил «к-ӯ намонд!»	توان گفت با اهل دل کاو نماند
Ало, то дарахти карам парварӣ,	الا تا درخت کرم پروری
Гар уммед дорӣ, к-аз ӯ бар хӯрӣ...	گر امیدواری کز او بر خوری
Хирадманд марде дар ақсои Шом,	خردمند مردی در اقصای شام
Гирифт аз ҷаҳон кунҷи ғоре мақом.	گرفت از جهان کنج غاری مقام
Ба сабраш дар он кунҷи торик ҷой,	به صبرش در آن کنج تاریک جای
Ба ганҷи қаноат фурӯ рафта пой.	به گنج قناعت فرو رفته پای
Шунидам, ки номаш Худодӯст буд,	شنیدم که نامش خدادوست بود
Малаксирату одамипӯст буд.	ملک سیرتی، آدمی پوست بود
Бузургон ниҳоданд сар бар дараш,	بزرگان نهادند سر بر درش
Ки дар менаёмад ба дарҳо сараш...	که در می‌نیامد به درها سرش
Ҷаҳонсӯзу бераҳмату хиракуш,	جهان سوز و بی‌رحمت و خیره‌کش
Зи талхеш рӯи ҷаҳоне туруш.	ز تلخیش روی جهانی ترش
Гурӯҳе бирафтанд аз он зулму ор,	گروهی برفتند از آن ظلم و عار
Бибурданд номи бадаш дар диёр.	ببردند نام بدش در دیار
Гурӯҳе бимонданд мискину реш,	گروهی بماندند مسکین و ریش
Паси чарха нафрин гирифтанд пеш.	پس چرخه نفرین گرفتند پیش
Яди зулм ҷое, ки гардад дароз,	ید ظلم جایی که گردد دراز
Набинӣ лаби мардум аз ханда боз.	نبینی لب مردم از خنده باز
Ва дидори шайх омадӣ гоҳ-гоҳ,	به دیدار شیخ آمدی گاه گاه
Худодӯст дар вай накардӣ нигоҳ.	خدادوست در وی نکردی نگاه
Малик навбате гуфташ: «Эй некбахт!	ملک نوبتی گفتش: ای نیکبخت
Ба нафрат зи ман дармакаш рӯй сахт!	به نفرت ز من در مکش روی سخت
Маро бо ту, донӣ, сари дӯстист,	مرا با تو دانی سر دوستی است
Туро душманӣ бо ман аз баҳри чист?	تو را دشمنی با من از بهر چیست؟
Гирифтам ки солори кишвар наям,	گرفتم که سالار کشور نیم
Ба иззат зи дарвеш камтар наям.	به عزت ز درویش کمتر نیم
Нагӯям фазилат ниҳам бар касе,	نگویم فضیلت نهم بر کسی
Чунон бош бо ман, ки бо ҳар касе!»	چنان باش با من که با هر کسی
Шунид ин сухан обиди ҳушёр,	شنید این سخن عابد هوشیار
Барошуфту гуфт: «Эй малик, ҳуш дор!	بر آشفت و گفت: ای ملک، هوش دار
Вуҷудат парешонии халқ аз ӯст,	وجودت پریشانی خلق از اوست
Надорам парешонии халқ дӯст.	ندارم پریشانی خلق دوست
Ту бо он ки ман дӯстам душманӣ,	تو با آن که من دوستم، دشمنی
Напиндорамат дӯстдори манӣ!	نپندارمت دوستدار منی
Аҷаб дорам аз хоби он сангдил,	عجب دارم از خواب آن سنگدل
Ки халқе бихуспанд аз ӯ тангдил.	که خلقی بخسبند از او تنگدل
Сари панҷаи нотавон бар мапеч,	سر پنجهٔ ناتوان بر مپیچ
Ки гар даст ёбад бароӣ ба ҳеҷ!..	که گر دست یابد برآیی به هیچ
Набинӣ, ки чун бо ҳам оянд мӯр,	نبینی که چون با هم آیند مور
Зи шерони ҷангӣ бароранд шӯр.	ز شیران جنگی برآرند شور
Мабар, гуфтамат пои мардум зи ҷой,	مبر گفتمت پای مردم ز جای
Ки оҷиз шавӣ гар дароӣ зи пой!	که عاجز شوی گر درآیی ز پای
Дили дӯстон ҷамъ беҳтар, ки ганҷ,	دل دوستان جمع بهتر که گنج
Хазина тиҳӣ беҳ, ки мардум ба ранҷ.	خزینه تهی به که مردم به رنج
Маяндоз дар пой, кори касе,	مینداز در پای کار کسی
Ки афтад, ки дар пояш афтӣ басе!	که افتد که در پایش افتی بسی
Таҳаммул кун, эй нотавон, аз қавӣ,	تحمل کن ای ناتوان از قوی
Ки рӯзе тавонотар аз вай шавӣ!	که روزی تواناتر از وی شوی
Хӯрад корвонӣ ғами бори хеш,	خورد کاروانی غم بار خویش
Насӯзад дилаш бар хари пуштреш.	نسوزد دلش بر خر پشت ریش
Баринат бигӯям яке саргузашт,	بر اینت بگویم یکی سرگذشت
